Name,Firm,Price,Volume,Count
辛伐他汀片,康普药业股份有限公司,3.88,10mg,14
兰索拉唑肠溶片,康普药业股份有限公司,10.66,15mg,7
奥美拉唑肠溶胶囊,康普药业股份有限公司,17.49,20mg,28
注射用头孢硫脒,康田制药(中山)有限公司,20.2,1.0g,1
注射用头孢硫脒,康田制药（中山）有限公司,12.29,0.5g,1
脉平片,康县独一味生物制药有限公司,31.09,0.28g,60
宫瘤宁胶囊,康县独一味生物制药有限公司,36.01,0.3g,54
独一味胶囊,"康县独一味生物制药有限公司(原：恒康医疗,甘肃
独一味)",31.04,300mg,50
肝复乐片,"康哲（湖南）制药有限公司(四川诺迪康威光制药有
限公司受委托生产)",69.9,0.5g,36
肝复乐片,"康哲（湖南）制药有限公司(四川诺迪康威光制药有
限公司受委托生产)",114.35,0.5g,60
大黄蟅虫胶囊,葵花药业集团（吉林）临江有限公司,30.5,0.4g,36
加味天麻胶囊,葵花药业集团（佳木斯）有限公司,14.09,0.25g,36
醋酸钙胶囊,昆明邦宇制药有限公司,54.27,6g,1
醋酸钙胶囊,昆明邦宇制药有限公司,26.42,0.6g,7
醋酸钙胶囊,昆明邦宇制药有限公司,44.41,0.6g,12
醋酸钙片,昆明邦宇制药有限公司,46.35,,12
阿法骨化醇软胶囊,昆明贝克诺顿制药有限公司,23.61,,10
头孢克肟胶囊,昆明积大制药股份有限公司,16.21,100mg,16
利塞膦酸钠片,昆明积大制药股份有限公司,79.65,35mg,4
利塞膦酸钠片,昆明积大制药股份有限公司,61.17,5mg,14
注射用头孢噻肟钠,昆明积大制药股份有限公司,2.18,1.0g,1
注射用头孢他啶,昆明积大制药股份有限公司,2.8,1.0g,1
注射用头孢哌酮钠舒巴坦钠,昆明积大制药股份有限公司,3.8,1.0g,1
阿莫西林克拉维酸钾片,昆明积大制药股份有限公司,12.28,375mg,6
氟康唑胶囊,昆明积大制药股份有限公司,4.18,150mg,3
注射用头孢曲松钠,昆明积大制药股份有限公司,0.94,250mg,1
曲安奈德注射液,昆明积大制药股份有限公司,8.72,1ml,1
氟康唑胶囊,昆明积大制药股份有限公司,7.05,50mg,12
利塞膦酸钠片,昆明积大制药股份有限公司,52.73,5mg,12
氢溴酸西酞普兰片,昆明积大制药股份有限公司,38.48,20mg,12
注射用还原型谷胱甘肽钠,昆明积大制药股份有限公司,15.04,0.6g,1
注射用还原型谷胱甘肽钠,昆明积大制药股份有限公司,45.44,2.4g,1
盐酸坦洛新缓释片,昆明积大制药股份有限公司,23.0,0.2mg,6
依达拉奉注射液,昆明积大制药股份有限公司,44.8,30mg,1
盐酸坦洛新缓释片,昆明积大制药股份有限公司,52.04,0.2mg,14
注射用生长抑素,昆明积大制药股份有限公司,81.59,3mg,1
注射用灯盏花素,昆明龙津药业股份有限公司,39.73,50mg,1
注射用灯盏花素,昆明龙津药业股份有限公司,22.9,25mg,1
注射用灯盏花素,昆明龙津药业股份有限公司,11.25,10mg,1
益心舒丸,昆明  诺制药有限公司,45.25,2g,9
磺胺嘧啶银乳膏,昆明圣火药业(集团)有限公司,16.12,25g,25
磺胺嘧啶银乳膏,昆明圣火药业(集团)有限公司,138.3,500g,500
聚甲酚磺醛溶液,昆明源瑞制药有限公司,39.81,25ml,1
兰索拉唑肠溶片,昆明源瑞制药有限公司,13.96,15mg,10
坎地沙坦酯分散片,昆明源瑞制药有限公司,59.02,4mg,30
注射用血塞通,昆明制药集团股份有限公司,22.13,200mg,1
舒肝颗粒,昆明中药厂有限公司,26.52,3g,12
苯扎贝特片,昆山龙灯瑞迪制药有限公司,24.05,0.2g,20
苯溴马隆胶囊,昆山龙灯瑞迪制药有限公司,23.78,50mg,10
尼麦角林片,昆山龙灯瑞迪制药有限公司,18.46,5mg,24
尼麦角林片,昆山龙灯瑞迪制药有限公司,30.68,10mg,24
注射用血塞通,昆药集团股份有限公司,36.98,400mg,1
盐酸托烷司琼葡萄糖注射液,兰西哈三联制药有限公司,71.89,100ml,1
消痔丸,兰州佛慈制药股份有限公司,65.38,6g,12
洁白胶囊,兰州和盛堂制药股份有限公司,19.3,0.4g,24
新生化颗粒,兰州和盛堂制药股份有限公司,6.22,6g,10
维血宁颗粒,兰州太宝制药有限公司,22.79,8g,6
内消瘰疬丸,兰州太宝制药有限公司,30.91,1.85g,192
内消瘰疬丸,兰州太宝制药有限公司,31.39,9g,12
内消瘰疬丸,兰州太宝制药有限公司,20.93,9g,8
内消瘰疬丸,兰州太宝制药有限公司,15.78,,1
乳酸米力农注射液,朗天药业（湖北）有限公司,153.17,10ml,1
乳酸米力农注射液,朗天药业（湖北）有限公司,90.45,5ml,1
注射用甲硫氨酸维B1,朗天药业（湖北）有限公司,18.06,200mg,1
舒血宁注射液,朗致集团万荣药业有限公司,8.2,2ml,1
冠心宁注射液,朗致集团万荣药业有限公司,10.68,10ml,1
红花注射液,朗致集团万荣药业有限公司,10.75,20ml,1
桂枝茯苓丸,朗致集团万荣药业有限公司(原：万荣三九),33.15,,20
桂枝茯苓丸,朗致集团万荣药业有限公司(原：万荣三九),13.26,,8
苯磺酸氨氯地平片,乐普药业（北京）有限责任公司,14.45,5mg,28
单硝酸异山梨酯片,乐普药业（北京）有限责任公司,16.88,20mg,48
盐酸文拉法辛胶囊,乐普药业股份有限公司,16.13,25mg,12
复方甘草酸苷片,乐普药业股份有限公司,26.48,,30
氨酚曲马多片,乐普药业股份有限公司,51.17,325mg,24
氨酚曲马多片,乐普药业股份有限公司,26.24,325mg,12
硫酸氢氯吡格雷片,乐普药业股份有限公司,66.17,75mg,10
兰索拉唑肠溶片,乐普药业股份有限公司,29.46,15mg,14
硫酸氢氯吡格雷片,乐普药业股份有限公司,50.42,25mg,20
复方甘草酸苷片,乐普药业股份有限公司,84.47,,100
硫酸氢氯吡格雷片,乐普药业股份有限公司,27.95,25mg,10
单硝酸异山梨酯缓释片,乐普药业股份有限公司,18.87,40mg,24
氟康唑片,乐普药业股份有限公司,9.7,100mg,6
伊曲康唑胶囊,乐普药业股份有限公司(原:河南新帅克),46.36,100mg,14
氯沙坦钾氢氯噻嗪片,乐普药业科技有限公司,45.56,100mg,7
氯沙坦钾氢氯噻嗪片,乐普药业科技有限公司,26.57,100mg,4
氯沙坦钾氢氯噻嗪片,乐普药业科技有限公司,88.85,100mg,14
盐酸氟西汀胶囊,礼来苏州制药有限公司,55.58,20mg,7
盐酸氟西汀胶囊,礼来苏州制药有限公司,1472.59,20mg,210
诺氟沙星滴眼液,立业制药股份有限公司,1.02,8ml,1
盐酸伊托必利片,丽珠集团丽珠制药厂,7.18,50mg,10
缬沙坦胶囊,丽珠集团丽珠制药厂,14.0,80mg,7
枸橼酸铋雷尼替丁片,丽珠集团丽珠制药厂,25.24,0.2g,12
注射用鼠神经生长因子,丽珠集团丽珠制药厂,225.99,,1
单硝酸异山梨酯片,丽珠集团丽珠制药厂,12.75,10mg,50
苯磺酸氨氯地平胶囊,丽珠集团丽珠制药厂,34.51,5mg,28
枸橼酸铋雷尼替丁胶囊,丽珠集团丽珠制药厂,31.18,0.35g,10
注射用尿促性素,丽珠集团丽珠制药厂,22.19,,1
注射用尿激酶,丽珠集团丽珠制药厂,3.22,,1
注射用头孢呋辛钠,丽珠集团丽珠制药厂,3.08,0.5g,1
克拉霉素片,丽珠集团丽珠制药厂,4.22,250mg,6
"注射用头孢哌酮钠舒巴坦钠(2：
1)",丽珠集团丽珠制药厂,10.73,1.5g,1
罗红霉素分散片,丽珠集团丽珠制药厂,19.85,50mg,24
阿奇霉素分散片,丽珠集团丽珠制药厂,10.45,125mg,12
注射用头孢呋辛钠,丽珠集团丽珠制药厂,5.18,1.0g,1
泛昔洛韦片,丽珠集团丽珠制药厂,13.97,125mg,6
注射用奥美拉唑钠,丽珠集团丽珠制药厂,14.19,40mg,1
泛昔洛韦片,丽珠集团丽珠制药厂,23.05,250mg,6
苯磺酸氨氯地平胶囊,丽珠集团丽珠制药厂,9.42,5mg,7
雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,86.39,20mg,14
缬沙坦胶囊,丽珠集团丽珠制药厂,27.39,80mg,14
环孢素软胶囊,丽珠集团丽珠制药厂,186.08,25mg,48
雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,51.95,10mg,14
盐酸伊托必利片,丽珠集团丽珠制药厂,14.01,50mg,20
雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,44.3,20mg,7
环孢素软胶囊,丽珠集团丽珠制药厂,324.77,50mg,48
参芪扶正注射液,丽珠集团利民制药厂,122.24,250ml,1
血栓通注射液,丽珠集团利民制药厂,2.83,2ml,1
低分子右旋糖酐氨基酸注射液,丽珠集团利民制药厂,35.7,250ml,1
注射用奥沙利铂,连云港杰瑞药业有限公司,55.49,50mg,1
复方铝酸铋颗粒,辽宁奥达制药有限公司,34.17,1.3g,36
胰酶肠溶片,辽宁丹生生物制药有限公司,13.86,0.3g,24
注射用奥扎格雷钠,辽宁格林生物药业集团股份有限公司,10.08,40mg,1
注射用环磷腺苷,辽宁格林生物药业集团股份有限公司,7.91,20mg,1
注射用环磷腺苷,辽宁格林生物药业集团股份有限公司,12.7,40mg,1
注射用奥扎格雷钠,辽宁格林生物药业集团股份有限公司,11.46,80mg,1
奥扎格雷钠葡萄糖注射液,辽宁海神联盛制药有限公司,20.98,80mg,1
乳酸左氧氟沙星氯化钠注射液,辽宁海神联盛制药有限公司,7.19,400mg,1
葛根素氯化钠注射液,辽宁海神联盛制药有限公司,18.63,400mg,1
羟乙基淀粉130/0.4氯化钠注射液,辽宁海神联盛制药有限公司,37.79,500ml,1
奥扎格雷钠葡萄糖注射液,辽宁海神联盛制药有限公司,24.84,80mg,1
葛根素氯化钠注射液,辽宁海神联盛制药有限公司,23.65,600mg,1
羟乙基淀粉130/0.4氯化钠注射液,辽宁海神联盛制药有限公司,22.7,250ml,1
乳酸左氧氟沙星氯化钠注射液,辽宁海神联盛制药有限公司,3.2,400mg,1
葛根素氯化钠注射液,辽宁海神联盛制药有限公司,11.54,200mg,1
羟乙基淀粉200/0.5氯化钠注射液,辽宁海思科制药有限公司,40.73,250ml,1
注射用盐酸头孢替安,辽宁海思科制药有限公司,13.29,0.5g,1
注射用复方维生素（3）,辽宁海思科制药有限公司,81.19,10mg,1
注射用盐酸头孢替安,辽宁海思科制药有限公司,23.34,1.0g,1
注射用盐酸头孢替安,辽宁海思科制药有限公司,54.98,2.0g,1
注射用甲泼尼龙琥珀酸钠,辽宁海思科制药有限公司,15.01,40mg,1
复方氨基酸注射液（18AA-Ⅶ）,辽宁海思科制药有限公司,32.73,200ml,1
盐酸纳美芬注射液,辽宁海思科制药有限公司,87.18,1ml,1
瘀血痹片,辽宁华润本溪三药有限公司,42.32,0.5g,45
泮托拉唑钠肠溶胶囊,辽宁康博士制药有限公司,29.45,20mg,14
骨疏康胶囊,辽宁康辰药业有限公司,59.01,0.32g,40
注射用磺苄西林钠,辽宁科泰生物基因制药股份有限公司,26.28,1.0g,1
注射用醋酸奥曲肽,辽宁诺维诺制药股份有限公司,31.06,0.1mg,1
注射用泮托拉唑钠,辽宁诺维诺制药股份有限公司,12.91,40mg,1
泮托拉唑钠肠溶片,辽宁诺维诺制药股份有限公司,44.65,40mg,14
注射用泮托拉唑钠,辽宁诺维诺制药股份有限公司,24.03,80mg,1
泮托拉唑钠肠溶片,辽宁诺维诺制药股份有限公司,23.42,40mg,7
益心宁神片,辽宁上药好护士药业（集团）有限公司,31.36,0.52g,36
乳癖消胶囊,辽宁上药好护士药业（集团）有限公司,14.25,320mg,60
西黄丸,辽宁仙草堂药业股份有限公司,15.27,3g,2
注射用促肝细胞生长素,辽宁玉皇药业有限公司,12.32,40mg,1
注射用奥扎格雷钠,辽宁玉皇药业有限公司,12.5,80mg,1
关节止痛膏,辽宁玉皇药业有限公司,4.54,,100
注射用促肝细胞生长素,辽宁玉皇药业有限公司,23.37,100mg,1
胸腺肽注射液,辽宁玉皇药业有限公司,12.31,10ml,1
螺旋藻片,辽宁中医学院药业有限公司,212.08,0.35g,500
螺旋藻片,辽宁中医学院药业有限公司,129.65,0.35g,300
螺旋藻片,辽宁中医学院药业有限公司,44.98,0.35g,100
螺旋藻片,辽宁中医学院药业有限公司,27.5,0.35g,60
脑安滴丸,辽源誉隆亚东药业有限责任公司,26.73,50mg,120
灭菌注射用水,林州市亚神制药有限公司,0.1,2ml,1
盐酸纳美芬注射液,灵宝市豫西药业有限责任公司,103.45,1ml,1
氧氟沙星氯化钠注射液,六安华源制药有限公司,1.11,200mg,1
替硝唑氯化钠注射液,六安华源制药有限公司,0.89,400mg,1
甲硝唑氯化钠注射液,六安华源制药有限公司,3.17,500mg,1
甘油果糖氯化钠注射液,六安华源制药有限公司,6.65,250ml,1
单硝酸异山梨酯分散片,鲁南贝特制药有限公司,30.78,20mg,48
非那雄胺片,鲁南贝特制药有限公司,23.43,5mg,12
单硝酸异山梨酯缓释片,鲁南贝特制药有限公司,44.58,40mg,24
盐酸布替萘芬乳膏,鲁南贝特制药有限公司,10.05,10g,1
茴拉西坦颗粒,鲁南贝特制药有限公司,17.15,100mg,24
茴拉西坦颗粒,鲁南贝特制药有限公司,7.15,100mg,10
阿昔莫司分散片,鲁南贝特制药有限公司,76.41,0.25g,24
复方氯唑沙宗片,鲁南贝特制药有限公司,11.82,275mg,24
酒石酸托特罗定片,鲁南贝特制药有限公司,30.46,2mg,14
盐酸坦洛新缓释胶囊,鲁南贝特制药有限公司,26.96,0.2mg,12
瑞舒伐他汀钙片,鲁南贝特制药有限公司,48.18,5mg,14
辛伐他汀片,鲁南贝特制药有限公司,17.13,5mg,24
心通颗粒,鲁南厚普制药有限公司,16.13,5.3g,10
脉络舒通颗粒,鲁南厚普制药有限公司,157.34,20g,15
茵栀黄颗粒,鲁南厚普制药有限公司,11.75,3g,10
乙型肝炎人免疫球蛋白,绿十字（中国）生物制品有限公司,576.5,,1
注射用奥美拉唑钠,马鞍山丰原制药有限公司,4.45,40mg,1
注射用脂溶性维生素（Ⅱ）,马鞍山丰原制药有限公司,25.68,,1
注射用更昔洛韦,马鞍山丰原制药有限公司,3.61,50mg,1
注射用盐酸溴己新,马鞍山丰原制药有限公司,11.23,4mg,1
胞磷胆碱钠注射液,马鞍山丰原制药有限公司,1.02,250mg,1
注射用泮托拉唑钠,马鞍山丰原制药有限公司,24.05,80mg,1
注射用泮托拉唑钠,马鞍山丰原制药有限公司,24.52,60mg,1
注射用更昔洛韦,马鞍山丰原制药有限公司,9.72,250mg,1
注射用三磷酸腺苷辅酶胰岛素,马鞍山丰原制药有限公司,8.38,20mg,1
利巴韦林注射液,马鞍山丰原制药有限公司,0.18,100mg,1
肝素钠注射液,马鞍山丰原制药有限公司,8.86,2ml,1
水杨酸软膏,马应龙药业集团股份有限公司,0.99,10g,1
尿素软膏,马应龙药业集团股份有限公司,1.09,1g,1
注射用泮托拉唑钠,美罗药业股份有限公司,30.95,80mg,1
玻璃酸钠注射液,"明治制果药业株式会社(哈尔滨誉衡药业股份有限公
司分包装)",135.31,2.5ml,1
硝酸咪康唑阴道软胶囊,南昌百济制药有限公司,14.2,400mg,3
硝酸咪康唑阴道软胶囊,南昌百济制药有限公司,28.4,0.4g,6
苯磺酸左旋氨氯地平片,南昌弘益药业有限公司,19.89,2.5mg,28
氟康唑分散片,南昌弘益药业有限公司,11.19,100mg,3
苯磺酸左旋氨氯地平片,南昌弘益药业有限公司,5.23,2.5mg,7
苯磺酸左旋氨氯地平片,南昌弘益药业有限公司,10.2,2.5mg,14
虎力散片,南昌弘益药业有限公司,24.17,0.48g,8
注射用头孢呋辛钠,南昌立健药业有限公司,2.31,1.0g,1
"注射用头孢哌酮钠舒巴坦钠(2：
1)",南昌立健药业有限公司,8.5,3.0g,1
"注射用头孢哌酮钠舒巴坦钠(2：
1)",南昌立健药业有限公司,4.59,1.5g,1
"注射用头孢哌酮钠舒巴坦钠(2：
1)",南昌立健药业有限公司,6.74,2.25g,1
复方磷酸可待因溶液,南昌立健药业有限公司,11.88,120ml,1
多索茶碱注射液,南京臣功制药股份有限公司,9.91,10ml,1
阿莫西林克拉维酸钾干混悬剂,南京臣功制药股份有限公司,43.38,228.5mg,28
阿莫西林克拉维酸钾干混悬剂,南京臣功制药股份有限公司,24.79,228.5mg,16
阿莫西林克拉维酸钾分散片(7:1),南京臣功制药股份有限公司,9.5,457mg,4
阿莫西林克拉维酸钾分散片(7:1),南京臣功制药股份有限公司,18.53,457mg,8
盐酸特比萘芬片,南京臣功制药股份有限公司,35.46,250mg,6
注射用甲磺酸帕珠沙星,南京臣功制药股份有限公司,52.59,500mg,1
盐酸特比萘芬片,南京臣功制药股份有限公司,80.23,250mg,14
复方锌布颗粒剂,南京臣功制药股份有限公司,8.93,0.252g,12
愈美颗粒,南京臣功制药股份有限公司,9.92,0.115g,12
维A酸乳膏,南京臣功制药股份有限公司,4.91,15g,1
兰索拉唑肠溶片,南京海辰药业股份有限公司,15.11,15mg,14
注射用甲磺酸培氟沙星,南京海辰药业股份有限公司,7.59,400mg,1
注射用托拉塞米,南京海辰药业股份有限公司,32.88,20mg,1
注射用更昔洛韦钠,南京海辰药业股份有限公司,22.82,250mg,1
注射用单磷酸阿糖腺苷,南京海辰药业股份有限公司,39.16,200mg,1
注射用盐酸头孢替安,南京海辰药业股份有限公司,22.22,0.5g,1
兰索拉唑肠溶片,南京海辰药业股份有限公司,15.94,30mg,7
注射用盐酸头孢吡肟,南京海辰药业股份有限公司,13.01,0.5g,1
注射用头孢米诺钠,南京海辰药业股份有限公司,13.24,0.5g,1
兰索拉唑肠溶片,南京海辰药业股份有限公司,31.09,30mg,14
注射用盐酸头孢吡肟,南京海辰药业股份有限公司,21.04,1.0g,1
注射用头孢米诺钠,南京海辰药业股份有限公司,21.24,1.0g,1
注射用兰索拉唑,南京海辰药业股份有限公司,50.95,30mg,1
伏格列波糖片,南京海辰药业股份有限公司,36.33,0.2mg,30
复方地龙胶囊,南京恒生制药有限公司,18.51,0.28g,12
蔗糖铁注射液,南京恒生制药有限公司,41.29,5ml,1
蔗糖铁注射液,南京恒生制药有限公司,74.1,10ml,1
西吡氯铵含漱液,南京恒生制药有限公司,12.95,240ml,1
妥布霉素滴眼液,南京恒生制药有限公司,6.46,8ml,1
盐酸曲美他嗪片,南京恒生制药有限公司,20.98,20mg,30
氧氟沙星滴眼液,南京恒生制药有限公司(原:南京恒生制药厂),0.91,15mg,1
依诺肝素钠注射液,南京健友生化制药股份有限公司,36.16,0.4ml,1
酒石酸托特罗定片,南京美瑞制药有限公司,24.63,2mg,14
注射用水溶性维生素,南京南大药业有限责任公司,2.64,,1
奥硝唑氯化钠注射液,南京圣和药业股份有限公司,24.34,500mg,1
奥硝唑注射液,南京圣和药业股份有限公司,28.89,500mg,1
奥硝唑氯化钠注射液,南京圣和药业股份有限公司,18.6,250mg,1
消癌平片,南京圣和药业股份有限公司,30.13,0.3g,60
妥布霉素滴眼液,南京天朗制药有限公司,3.52,8ml,1
盐酸羟甲唑啉喷雾剂,南京天朗制药有限公司,27.47,10ml,1
盐酸羟甲唑啉喷雾剂,南京天朗制药有限公司,13.74,10ml,1
妥布霉素滴眼液,南京天朗制药有限公司,7.77,30mg,1
妥布霉素滴眼液,南京天朗制药有限公司,2.45,5ml,1
氧氟沙星滴眼液,南京天朗制药有限公司,2.2,10ml,1
氧氟沙星滴眼液,南京天朗制药有限公司,1.54,6ml,1
排石颗粒,南京同仁堂药业有限责任公司,29.19,5g,12
注射用培美曲塞二钠,南京先声东元制药有限公司,684.5,0.1g,1
注射用培美曲塞二钠,南京先声东元制药有限公司,864.99,0.2g,1
注射用奈达铂,南京先声东元制药有限公司,79.11,10mg,1
注射用比阿培南,南京先声东元制药有限公司,140.49,300mg,1
瑞舒伐他汀钙片,南京先声东元制药有限公司,13.93,5mg,7
瑞舒伐他汀钙片,南京先声东元制药有限公司,21.79,10mg,7
注射用培美曲塞二钠,南京先声东元制药有限公司,2194.87,500mg,1
肝素钠注射液,南京新百药业有限公司,5.63,2ml,1
硫辛酸注射液,南京新百药业有限公司,35.32,12ml,1
骨肽注射液,南京新百药业有限公司,3.49,2ml,1
曲安奈德鼻喷雾剂,南京星银药业集团有限公司,35.63,12ml,1
曲安奈德鼻喷雾剂,南京星银药业集团有限公司,21.05,6ml,1
头孢丙烯片,南京亿华药业有限公司,35.78,250mg,12
头孢丙烯片,南京亿华药业有限公司,12.41,250mg,4
头孢丙烯片,南京亿华药业有限公司,24.21,250mg,8
头孢丙烯片,南京亿华药业有限公司,18.35,250mg,6
蒙脱石散,南京易亨制药有限公司,5.44,3g,10
盐酸莫西沙星注射液,南京优科制药有限公司,214.94,400mg,1
双氯芬酸钠凝胶,南京长澳制药有限公司,8.57,15g,1
克拉霉素分散片,南京长澳制药有限公司,9.53,125mg,12
泮托拉唑钠肠溶胶囊,南京长澳制药有限公司,23.13,40mg,7
恩替卡韦胶囊,南京正大天晴制药有限公司,120.26,0.5mg,12
恩替卡韦胶囊,南京正大天晴制药有限公司,139.51,0.5mg,14
注射用盐酸吉西他滨,南京正大天晴制药有限公司,105.34,200mg,1
葛根素葡萄糖注射液,南京正大天晴制药有限公司,15.35,200mg,1
恩替卡韦胶囊,南京正大天晴制药有限公司,71.54,0.5mg,7
注射用泮托拉唑钠,南京正大天晴制药有限公司,17.2,80mg,1
恩替卡韦胶囊,南京正大天晴制药有限公司,234.5,0.5mg,24
注射用泮托拉唑钠,南京正大天晴制药有限公司,13.83,60mg,1
注射用盐酸吉西他滨,南京正大天晴制药有限公司,572.44,1000mg,1
米力农注射液,南京正大天晴制药有限公司,139.46,10ml,1
甘油果糖氯化钠注射液,南京正大天晴制药有限公司,17.04,250ml,1
甲磺酸加替沙星氯化钠注射液,南京正大天晴制药有限公司,25.87,200mg,1
地奥司明片,南京正大天晴制药有限公司,23.67,0.45g,20
羟乙基淀粉130/0.4氯化钠注射液,南京正大天晴制药有限公司,66.26,30g,1
瑞舒伐他汀钙片,南京正大天晴制药有限公司,28.41,10mg,7
瑞舒伐他汀钙片,南京正大天晴制药有限公司,15.62,5mg,7
注射用培美曲塞二钠,南京制药厂有限公司,2909.95,500mg,1
注射用达卡巴嗪,南京制药厂有限公司,72.52,100mg,1
氯膦酸二钠注射液,南京制药厂有限公司,97.22,5ml,1
注射用唑来膦酸,南京制药厂有限公司,336.27,4mg,1
注射用奥沙利铂,南京制药厂有限公司,153.25,50mg,1
注射用异环磷酰胺,南京制药厂有限公司,37.25,0.5g,1
顺铂注射液,南京制药厂有限公司,18.65,20mg,1
活血止痛胶囊,南京中山制药有限公司,25.36,0.5g,36
活血止痛胶囊,南京中山制药有限公司,37.49,0.5g,54
枳术颗粒,南京中山制药有限公司,28.74,6g,12
复方氯唑沙宗片,南京中山制药有限公司,13.34,0.25g,24
盐酸吡格列酮分散片,南开允公药业有限公司,21.85,15mg,14
盐酸吡格列酮分散片,南开允公药业有限公司,11.21,15mg,7
注射用硫普罗宁,南开允公药业有限公司（沈阳新马药业有限公司受委托生产 ）,18.81,0.2g,1
养阴清肺膏,南宁市维威制药有限公司,10.39,100ml,1
阿法骨化醇软胶囊,南通华山药业有限公司,21.05,,20
辛伐他汀胶囊,南通华山药业有限公司,21.53,10mg,30
苯磺酸氨氯地平胶囊,南通华山药业有限公司,26.08,5mg,20
苯磺酸氨氯地平分散片,南通久和药业有限公司,14.13,5mg,10
苯磺酸氨氯地平分散片,南通久和药业有限公司,19.54,5mg,14
苯磺酸氨氯地平分散片,南通久和药业有限公司,10.02,5mg,7
铝碳酸镁咀嚼片,南通久和药业有限公司,12.16,0.5g,30
清心沉香八味丸,内蒙古奥特奇蒙药股份有限公司金山蒙药厂,28.73,1g,120
清心沉香八味丸,内蒙古奥特奇蒙药股份有限公司金山蒙药厂,28.73,1g,120
吉祥安坤丸,内蒙古奥特奇蒙药股份有限公司金山蒙药厂,20.74,0.8g,70
阿拉坦五味丸,内蒙古大唐药业股份有限公司,36.11,2g,120
吉祥安坤丸,内蒙古大唐药业股份有限公司,25.42,2g,45
肉蔻五味丸,内蒙古大唐药业股份有限公司,41.4,2g,120
吉祥安坤丸,内蒙古大唐药业股份有限公司,33.9,2g,60
巴特日七味丸,内蒙古大唐药业股份有限公司,30.24,2g,80
暖宫七味散,内蒙古大唐药业股份有限公司,29.27,3g,5
康复新液,内蒙古京新药业有限公司,15.55,50ml,1
康复新液,内蒙古京新药业有限公司,21.14,30ml,2
血府逐瘀颗粒,内蒙古康恩贝药业有限公司圣龙分公司,28.48,5g,12
强肝颗粒,内蒙古康恩贝药业有限公司圣龙分公司,29.52,5g,12
安神补脑颗粒,内蒙古康恩贝药业有限公司圣龙分公司,9.98,2g,6
麝香通心滴丸,内蒙古康恩贝药业有限公司圣龙分公司,24.84,35mg,18
肉蔻五味丸,内蒙古库伦蒙药有限公司,18.55,2g,60
红花清肝十三味丸,内蒙古库伦蒙药有限公司,32.53,15g,1
珍宝丸,内蒙古库伦蒙药有限公司,45.33,2g,90
红花清肝十三味丸,内蒙古库伦蒙药有限公司,22.94,2g,60
巴特日七味丸,内蒙古库伦蒙药有限公司,43.22,2g,120
暖宫七味丸,内蒙古库伦蒙药有限公司,22.63,15g,1
暖宫七味丸,内蒙古库伦蒙药有限公司,36.2,24g,1
肉蔻五味丸,内蒙古库伦蒙药有限公司,37.1,2g,120
阿拉坦五味丸,内蒙古库伦蒙药有限公司,20.27,2g,60
扎冲十三味丸,内蒙古库伦蒙药有限公司,51.49,6g,1
肉蔻五味丸,内蒙古库伦蒙药有限公司,23.19,15g,1
扎冲十三味丸,内蒙古蒙药股份有限公司,27.4,0.2g,21
珍宝丸,内蒙古蒙药股份有限公司,30.0,0.2g,60
扎冲十三味丸,内蒙古蒙药股份有限公司,39.15,0.2g,30
阿拉坦五味丸,内蒙古蒙药股份有限公司,17.92,2g,60
外用溃疡散,内蒙古蒙药股份有限公司,22.82,0.5g,4
清心沉香八味散,内蒙古蒙药股份有限公司,29.5,3g,5
扎冲十三味丸,内蒙古蒙药股份有限公司,24.17,0.1g,30
清热八味丸,内蒙古蒙药股份有限公司,28.07,0.2g,60
肉蔻五味丸,内蒙古蒙药股份有限公司,18.93,2g,60
吉祥安坤丸,内蒙古蒙药股份有限公司,32.53,0.8g,70
暖宫七味丸,内蒙古蒙药股份有限公司,14.44,2g,45
双歧杆菌乳杆菌三联活菌片,内蒙古双奇药业股份有限公司,18.74,0.5g,24
阴道用乳杆菌活菌胶囊,内蒙古双奇药业股份有限公司,57.72,0.25g,10
扎冲十三味丸,内蒙古天奇中蒙制药股份有限公司,26.2,,1
扎冲十三味丸,内蒙古天奇中蒙制药股份有限公司,47.17,,1
尿素乳膏,宁波倍的福药业有限公司,5.76,6g,1
西沙必利片,宁波大红鹰药业股份有限公司,3.9,5mg,10
西沙必利片,宁波大红鹰药业股份有限公司,7.61,5mg,20
苯磺酸氨氯地平片,宁波大红鹰药业股份有限公司,6.94,5mg,7
洛索洛芬钠片,宁波立华制药有限公司,39.02,60mg,50
洛索洛芬钠片,宁波立华制药有限公司,19.24,60mg,24
注射用尿促性素,宁波人健药业集团股份有限公司,20.32,,1
枸橼酸他莫昔芬片,宁波天衡药业股份有限公司,20.61,10mg,100
枸橼酸他莫昔芬片,宁波天衡药业股份有限公司,12.6,10mg,60
五味麝香丸,宁夏多维药业有限公司,13.71,0.3g,15
五味麝香丸,宁夏多维药业有限公司,22.85,0.3g,25
腺苷钴胺片,宁夏多维药业有限公司,37.91,0.25mg,100
腺苷钴胺片,宁夏多维药业有限公司,23.17,0.25mg,60
腺苷钴胺片,宁夏多维药业有限公司,14.16,0.25mg,36
平消片,宁夏金太阳药业有限公司,26.76,0.23g,100
