"","StockCode","EndDate.x","EndDate.y","ShortName","RDPerson","RDSpendSum","RDSpendSumRatio","RDInvest"
"49402","603301","2017-12-31","2023-12-31","振德医疗",325,43656900,3.34,NA
"49403","603301","2020-12-31","2023-12-31","振德医疗",663,259712735.22,2.5,0
"49404","603301","2023-12-31","2023-12-31","振德医疗",546,138946513.09,3.37,0
"49406","603301","2018-12-31","2023-12-31","振德医疗",362,56913365.03,3.98,0
"49407","603301","2019-12-31","2023-12-31","振德医疗",433,50953817.91,2.73,0
"49408","603301","2016-12-31","2023-12-31","振德医疗",NA,31102800,3.01,NA
"49409","603301","2021-12-31","2023-12-31","振德医疗",622,153141273.24,3.01,0
"49410","603301","2022-12-31","2023-12-31","振德医疗",656,227002941.26,3.7,0
"49788","603351","2022-12-31","2019-12-31","威尔药业",123,53866870.78,4.85,NA
"49789","603351","2018-12-31","2019-12-31","威尔药业",80,24697723.35,3.08,0
"49790","603351","2023-12-31","2019-12-31","威尔药业",133,55644643.28,4.81,0
"49792","603351","2021-12-31","2019-12-31","威尔药业",119,41459191.08,3.98,0
"49793","603351","2017-12-31","2019-12-31","威尔药业",NA,23276500,3.35,NA
"49794","603351","2018-06-30","2019-12-31","威尔药业",NA,13175500,3.23,NA
"49795","603351","2020-12-31","2019-12-31","威尔药业",102,36586783.85,4.97,0
"49796","603351","2019-12-31","2019-12-31","威尔药业",89,32913141.16,3.74,0
"49797","603351","2016-12-31","2019-12-31","威尔药业",NA,17565100,3.15,NA
"49908","603367","2020-12-31","2017-12-31","辰欣药业",795,309584544.54,8.43,NA
"49909","603367","2016-12-31","2017-12-31","辰欣药业",NA,108691900,4.24,NA
"49910","603367","2017-06-30","2017-12-31","辰欣药业",498,74761600,5.99,NA
"49911","603367","2021-12-31","2017-12-31","辰欣药业",382,334345849.95,8.84,0
"49912","603367","2023-12-31","2017-12-31","辰欣药业",576,374882920.16,8.4,0
"49914","603367","2017-12-31","2017-12-31","辰欣药业",599,141999626.21,4.79,NA
"49915","603367","2019-12-31","2017-12-31","辰欣药业",792,310560077.72,7.55,0
"49917","603367","2018-12-31","2017-12-31","辰欣药业",691,325981316.85,8.56,0
"49918","603367","2022-12-31","2017-12-31","辰欣药业",567,335168591.26,8.24,0
"50019","603387","2021-12-31","2017-12-31","基蛋生物",448,186933886.96,13.34,23540469.91
"50020","603387","2020-12-31","2017-12-31","基蛋生物",342,135114152.82,12.03,16045897.78
"50021","603387","2018-12-31","2017-12-31","基蛋生物",260,80595326.96,11.74,NA
"50022","603387","2017-12-31","2017-12-31","基蛋生物",218,54041381.49,11.06,NA
"50023","603387","2022-12-31","2017-12-31","基蛋生物",632,262059040.6,14.38,38837372.59
"50024","603387","2023-12-31","2017-12-31","基蛋生物",578,265585321.39,19.4,47593387.55
"50026","603387","2016-12-31","2017-12-31","基蛋生物",179,39283300,10.64,NA
"50027","603387","2019-12-31","2017-12-31","基蛋生物",328,105701142.84,10.92,970294.27
"50063","603392","2021-12-31","2020-12-31","万泰生物",792,681822864.24,11.86,0
"50064","603392","2023-12-31","2020-12-31","万泰生物",1066,1292512964.21,23.45,94582516.74
"50065","603392","2022-12-31","2020-12-31","万泰生物",1259,1138909324.43,10.18,39879621.06
"50066","603392","2017-12-31","2020-12-31","万泰生物",NA,158817700,16.73,NA
"50067","603392","2020-12-31","2020-12-31","万泰生物",616,314332163.67,13.35,0
"50068","603392","2019-12-31","2020-12-31","万泰生物",382,165980000,14.02,NA
"50069","603392","2018-12-31","2020-12-31","万泰生物",NA,138339200,14.08,NA
"50160","603439","2023-12-31","2020-12-31","贵州三力",242,30611129.01,1.87,0
"50161","603439","2017-12-31","2020-12-31","贵州三力",NA,23051500,3.61,NA
"50162","603439","2021-12-31","2020-12-31","贵州三力",45,7892380.11,0.84,211009.18
"50163","603439","2019-12-31","2020-12-31","贵州三力",NA,28236900,3.2,NA
"50164","603439","2020-12-31","2020-12-31","贵州三力",60,24811248.08,3.94,876106.18
"50165","603439","2018-12-31","2020-12-31","贵州三力",NA,26405900,3.66,NA
"50166","603439","2022-12-31","2020-12-31","贵州三力",119,17862876.35,1.49,0
"50181","603456","2017-12-31","2014-12-31","九洲药业",373,85245003.04,4.96,0
"50182","603456","2018-12-31","2014-12-31","九洲药业",365,87150763.41,4.68,0
"50183","603456","2023-12-31","2014-12-31","九洲药业",1021,376538302.45,6.82,45710541.28
"50184","603456","2020-12-31","2014-12-31","九洲药业",580,114228554.46,4.31,0
"50185","603456","2019-12-31","2014-12-31","九洲药业",496,94502128.89,4.69,0
"50187","603456","2021-12-31","2014-12-31","九洲药业",788,188492515.78,4.64,15133541.92
"50189","603456","2022-12-31","2014-12-31","九洲药业",993,335238988.77,6.16,47860479.74
"50192","603456","2016-12-31","2014-12-31","九洲药业",387,76391205,4.62,0
"50410","603520","2020-12-31","2016-12-31","司太立",334,99629750.1,7.29,11786812.25
"50412","603520","2017-12-31","2016-12-31","司太立",287,61506796.66,8.65,8378772.03
"50413","603520","2019-12-31","2016-12-31","司太立",340,93273863.67,7.13,15498714.01
"50414","603520","2018-12-31","2016-12-31","司太立",333,73675520.89,8.27,7544315.21
"50416","603520","2016-12-31","2016-12-31","司太立",237,50024920.1,7.43,962667.5
"50417","603520","2022-12-31","2016-12-31","司太立",276,134617179.69,6.32,2008071.57
"50419","603520","2023-12-31","2016-12-31","司太立",350,137172177.94,6.25,2607931.78
"50420","603520","2021-12-31","2016-12-31","司太立",317,129490385.17,6.47,4909655.88
"50491","603538","2019-12-31","2017-12-31","美诺华",371,62745082.8,5.32,9784791.85
"50492","603538","2023-12-31","2017-12-31","美诺华",633,137521439.92,11.3,42224746.98
"50493","603538","2022-12-31","2017-12-31","美诺华",594,119831090.12,8.22,21676005.75
"50494","603538","2021-12-31","2017-12-31","美诺华",455,99725160.83,7.93,11412009.64
"50496","603538","2020-12-31","2017-12-31","美诺华",420,80589624.05,6.75,18539914.1
"50498","603538","2018-12-31","2017-12-31","美诺华",355,51295100,6.04,12087100
"50499","603538","2017-12-31","2017-12-31","美诺华",395,34350845.2,5.67,2326507.75
"50500","603538","2016-12-31","2017-12-31","美诺华",154,29078500,5.03,NA
"50585","603566","2018-12-31","2015-12-31","普莱柯",258,73460949.44,12.08,0
"50586","603566","2022-12-31","2015-12-31","普莱柯",270,90455075.43,7.37,0
"50588","603566","2017-12-31","2015-12-31","普莱柯",210,61209314.35,11.55,0
"50589","603566","2021-12-31","2015-12-31","普莱柯",276,85572331.13,7.79,0
"50590","603566","2023-12-31","2015-12-31","普莱柯",273,101095706.11,8.07,0
"50594","603566","2016-12-31","2015-12-31","普莱柯",212,58461298.45,10.03,0
"50595","603566","2020-12-31","2015-12-31","普莱柯",271,114836902.84,12.37,0
"50596","603566","2019-12-31","2015-12-31","普莱柯",276,90815132.89,13.69,0
"50597","603567","2017-12-31","2015-12-31","珍宝岛",151,93742417.98,2.99,0
"50598","603567","2019-12-31","2015-12-31","珍宝岛",110,97267017,2.95,10766774.54
"50599","603567","2016-12-31","2015-12-31","珍宝岛",622,70926846.6,2.97,0
"50600","603567","2018-12-31","2015-12-31","珍宝岛",174,90905262.42,3.27,0
"50601","603567","2021-12-31","2015-12-31","珍宝岛",185,146491312.23,3.55,91260638.1
"50604","603567","2023-12-31","2015-12-31","珍宝岛",130,137151825.95,4.37,56930062.14
"50605","603567","2020-12-31","2015-12-31","珍宝岛",145,124166151.5,3.65,42828188.12
"50607","603567","2022-12-31","2015-12-31","珍宝岛",160,130343671.59,3.09,59395661.62
"50746","603590","2016-12-31","2018-12-31","康辰药业",NA,38390000,11.09,NA
"50747","603590","2021-12-31","2018-12-31","康辰药业",96,164887594.9,20.36,62618825.4
"50748","603590","2020-12-31","2018-12-31","康辰药业",99,93107213.43,11.51,0
"50749","603590","2023-12-31","2018-12-31","康辰药业",80,176469807.95,19.18,81558686.25
"50750","603590","2022-12-31","2018-12-31","康辰药业",78,127583265.34,14.72,40807383.7
"50751","603590","2018-12-31","2018-12-31","康辰药业",66,80247522.86,7.85,0
"50752","603590","2019-12-31","2018-12-31","康辰药业",72,108784798.17,10.21,0
"50753","603590","2018-06-30","2018-12-31","康辰药业",51,16456300,3.37,NA
"50754","603590","2017-12-31","2018-12-31","康辰药业",NA,32166000,5.45,NA
"51171","603658","2016-06-30","2016-12-31","安图生物",382,43873500,10.12,NA
"51172","603658","2023-12-31","2016-12-31","安图生物",1823,656130426.05,14.77,NA
"51173","603658","2016-12-31","2016-12-31","安图生物",433,103881258.47,10.6,1822300.87
"51174","603658","2018-12-31","2016-12-31","安图生物",928,216684738.66,11.23,3952436.37
"51175","603658","2017-12-31","2016-12-31","安图生物",649,147644516.6,10.54,4961960.96
"51177","603658","2022-12-31","2016-12-31","安图生物",1721,571694787.59,12.87,3218760.99
"51178","603658","2021-12-31","2016-12-31","安图生物",1607,485954566.02,12.9,4995640.73
"51180","603658","2020-12-31","2016-12-31","安图生物",1443,346370516.34,11.63,3572372.78
"51181","603658","2019-12-31","2016-12-31","安图生物",1180,311906323.51,11.64,NA
"51278","603669","2020-12-31","2015-12-31","灵康药业",175,20364827.3,2.03,0
"51279","603669","2019-12-31","2015-12-31","灵康药业",205,38043700.35,2.33,0
"51281","603669","2021-12-31","2015-12-31","灵康药业",150,22774991.68,3.08,NA
"51283","603669","2016-12-31","2015-12-31","灵康药业",226,29340721.56,6.13,NA
"51284","603669","2017-12-31","2015-12-31","灵康药业",234,47403450.36,4.72,NA
"51286","603669","2018-12-31","2015-12-31","灵康药业",210,24299163.96,1.46,0
"51287","603669","2022-12-31","2015-12-31","灵康药业",113,31625031.75,10.93,NA
"51289","603669","2023-12-31","2015-12-31","灵康药业",110,29124769.54,14.8,NA
"51290","603676","2017-12-31","2017-12-31","卫信康",120,36461804.86,8.67,11447174.11
"51291","603676","2021-12-31","2017-12-31","卫信康",125,59682885.29,5.77,23310799.69
"51293","603676","2016-12-31","2017-12-31","卫信康",149,33823200,7.93,6645100
"51294","603676","2019-12-31","2017-12-31","卫信康",116,38037042.3,5.13,8899028.03
"51295","603676","2022-12-31","2017-12-31","卫信康",194,79926625.83,5.71,7473518.92
"51297","603676","2023-12-31","2017-12-31","卫信康",229,113935273.69,8.61,1115513.02
"51298","603676","2018-12-31","2017-12-31","卫信康",112,29832035.33,4,5388978.49
"51299","603676","2020-12-31","2017-12-31","卫信康",117,45172395.9,6.31,21977266.03
"51550","603707","2023-12-31","2017-12-31","健友股份",543,590641167.37,15.02,218347192.61
"51552","603707","2016-12-31","2017-12-31","健友股份",145,49047800,8.43,NA
"51554","603707","2022-12-31","2017-12-31","健友股份",532,311631590.36,8.39,47969914.01
"51555","603707","2020-12-31","2017-12-31","健友股份",306,221448501.63,7.6,33916295.47
"51556","603707","2019-12-31","2017-12-31","健友股份",305,191166884.7,7.74,24818251.64
"51557","603707","2017-12-31","2017-12-31","健友股份",265,77185184.86,6.94,0
"51558","603707","2021-12-31","2017-12-31","健友股份",395,275214076.03,7.47,54259255.8
"51559","603707","2018-12-31","2017-12-31","健友股份",304,124475707.37,7.32,23293282.86
"51628","603718","2016-12-31","2015-12-31","海利生物",79,25130514.85,7.32,6473300
"51631","603718","2021-12-31","2015-12-31","海利生物",146,29480193.66,8.49,840000
"51632","603718","2018-12-31","2015-12-31","海利生物",103,45523846.91,17.88,18240000
"51633","603718","2020-12-31","2015-12-31","海利生物",98,33425089.72,12.9,3900000
"51635","603718","2017-12-31","2015-12-31","海利生物",92,37783922.86,12.44,17625000
"51636","603718","2023-12-31","2015-12-31","海利生物",65,24971937.68,10.37,0
"51638","603718","2019-12-31","2015-12-31","海利生物",106,29643016.83,10.66,0
"51640","603718","2022-12-31","2015-12-31","海利生物",125,29943685.61,9.98,0
"52068","603811","2016-12-31","2017-12-31","诚意药业",NA,15172100,4.72,NA
"52069","603811","2019-12-31","2017-12-31","诚意药业",70,29570757.73,4.34,0
"52070","603811","2023-12-31","2017-12-31","诚意药业",90,47144451.73,7.02,NA
"52071","603811","2022-12-31","2017-12-31","诚意药业",78,44304378.52,6.76,NA
"52072","603811","2021-12-31","2017-12-31","诚意药业",81,39715208.53,5.72,NA
"52073","603811","2017-12-31","2017-12-31","诚意药业",68,13125642.88,3.85,NA
"52074","603811","2018-12-31","2017-12-31","诚意药业",65,26260084.99,4.81,0
"52075","603811","2020-12-31","2017-12-31","诚意药业",65,31793541.64,4.19,0
"52282","603858","2018-12-31","2016-12-31","步长制药",950,576413755.71,4.22,96175564.86
"52283","603858","2021-12-31","2016-12-31","步长制药",518,634259491.59,4.02,225656044.7
"52285","603858","2020-12-31","2016-12-31","步长制药",546,722491608.29,4.51,189074718
"52286","603858","2019-12-31","2016-12-31","步长制药",832,639098267.92,4.48,133737538.38
"52288","603858","2016-06-30","2016-12-31","步长制药",833,143743200,2.79,16695500
"52289","603858","2017-12-31","2016-12-31","步长制药",403,552973835.91,3.99,63608312.12
"52290","603858","2016-12-31","2016-12-31","步长制药",505,458916320.46,3.72,61328087.38
"52291","603858","2022-12-31","2016-12-31","步长制药",443,512187887.04,3.43,228065703.42
"52292","603858","2023-12-31","2016-12-31","步长制药",488,660313290.36,4.99,325232276.3
"52431","603880","2016-12-31","2017-12-31","南卫股份",NA,18822400,4.24,NA
"52435","603880","2019-12-31","2017-12-31","南卫股份",85,22299855.95,4.54,0
"52437","603880","2017-12-31","2017-12-31","南卫股份",94,19911696.14,4.07,0
"52439","603880","2018-12-31","2017-12-31","南卫股份",92,20089361.14,4.19,0
"52441","603880","2023-12-31","2017-12-31","南卫股份",78,28181424.58,4.7,0
"52443","603880","2020-12-31","2017-12-31","南卫股份",95,33962757.56,3.17,0
"52445","603880","2021-12-31","2017-12-31","南卫股份",91,30623037.44,5.81,0
"52447","603880","2022-12-31","2017-12-31","南卫股份",89,27725400,5.08,0
"52567","603896","2019-12-31","2017-12-31","寿仙谷",112,39419480.6,7.21,NA
"52568","603896","2018-12-31","2017-12-31","寿仙谷",101,33666928.62,6.58,NA
"52570","603896","2020-12-31","2017-12-31","寿仙谷",146,48485006.79,7.62,0
"52571","603896","2022-12-31","2017-12-31","寿仙谷",145,47823930.99,5.77,NA
"52572","603896","2016-12-31","2017-12-31","寿仙谷",90,17809600,5.66,NA
"52573","603896","2021-12-31","2017-12-31","寿仙谷",111,50824604.43,6.63,0
"52574","603896","2023-12-31","2017-12-31","寿仙谷",141,49682796.87,6.33,0
"52576","603896","2017-12-31","2017-12-31","寿仙谷",96,20969321.21,5.67,0
"52963","603963","2018-12-31","2017-12-31","大理药业",7,2238804.98,0.56,0
"52964","603963","2020-12-31","2017-12-31","大理药业",8,2828882.86,1.32,0
"52965","603963","2022-12-31","2017-12-31","大理药业",8,926988.83,0.7,0
"52966","603963","2021-12-31","2017-12-31","大理药业",8,1440862.77,0.84,0
"52967","603963","2017-12-31","2017-12-31","大理药业",9,2867779.74,1.05,0
"52968","603963","2023-12-31","2017-12-31","大理药业",8,839523.58,0.96,0
"52969","603963","2016-12-31","2017-12-31","大理药业",NA,3976100,1.44,NA
"52970","603963","2017-06-30","2017-12-31","大理药业",9,1855000,1.43,NA
"52971","603963","2019-12-31","2017-12-31","大理药业",8,2230465.67,0.76,0
"53025","603976","2023-12-31","2017-12-31","正川股份",258,45277932.46,5.03,NA
"53027","603976","2020-12-31","2017-12-31","正川股份",308,24437480.44,4.87,0
"53028","603976","2018-12-31","2017-12-31","正川股份",189,31101294.39,5.22,0
"53029","603976","2022-12-31","2017-12-31","正川股份",261,47540569.07,5.97,0
"53030","603976","2016-12-31","2017-12-31","正川股份",NA,20779700,4.42,NA
"53032","603976","2017-12-31","2017-12-31","正川股份",191,24317273.82,4.78,0
"53033","603976","2021-12-31","2017-12-31","正川股份",274,34486949.35,4.33,0
"53034","603976","2019-12-31","2017-12-31","正川股份",217,25982705.54,4.99,0
"53241","603998","2022-12-31","2014-12-31","方盛制药",286,70395726.78,3.93,0
"53242","603998","2021-12-31","2014-12-31","方盛制药",305,51400000,3.28,0
"53244","603998","2020-12-31","2014-12-31","方盛制药",221,53616015.75,4.19,0
"53245","603998","2023-12-31","2014-12-31","方盛制药",332,107925711.87,6.63,0
"53246","603998","2019-12-31","2014-12-31","方盛制药",209,41233026.76,3.77,0
"53247","603998","2018-12-31","2014-12-31","方盛制药",115,42347818.36,4.03,0
"53251","603998","2016-12-31","2014-12-31","方盛制药",265,26073770.6,4.88,0
"53253","603998","2017-12-31","2014-12-31","方盛制药",138,29922284.58,4.15,0
"53494","605116","2021-12-31","2020-12-31","奥锐特",189,69350705.84,8.63,0
"53495","605116","2023-12-31","2020-12-31","奥锐特",248,136886328.1,10.84,0
"53496","605116","2019-12-31","2020-12-31","奥锐特",135,35101100,6.03,NA
"53497","605116","2022-12-31","2020-12-31","奥锐特",230,117263726.46,11.63,0
"53498","605116","2018-12-31","2020-12-31","奥锐特",NA,24654700,4.28,NA
"53499","605116","2020-06-30","2020-12-31","奥锐特",126,NA,NA,NA
"53500","605116","2017-12-31","2020-12-31","奥锐特",NA,23525600,4.32,NA
"53501","605116","2020-12-31","2020-12-31","奥锐特",127,47353172.47,6.56,0
"53615","605177","2021-12-31","2020-12-31","东亚药业",151,37290482.52,5.24,0
"53616","605177","2020-06-30","2020-12-31","东亚药业",NA,20042000,3.96,NA
"53617","605177","2018-12-31","2020-12-31","东亚药业",NA,32696700,3.82,NA
"53618","605177","2020-12-31","2020-12-31","东亚药业",190,38414063.82,4.36,0
"53619","605177","2017-12-31","2020-12-31","东亚药业",NA,31051800,4.26,NA
"53620","605177","2023-12-31","2020-12-31","东亚药业",164,82104834.3,6.05,367200
"53621","605177","2022-12-31","2020-12-31","东亚药业",157,44947984.62,3.81,0
"53622","605177","2019-12-31","2020-12-31","东亚药业",NA,37194000,3.76,NA
"53680","605199","2020-12-31","2020-12-31","葫芦娃",40,55742840.9,4.8,4080240.57
"53681","605199","2023-12-31","2020-12-31","葫芦娃",78,147765894.78,7.76,53849396.79
"53682","605199","2021-12-31","2020-12-31","葫芦娃",53,117976276.68,8.71,17544167.12
"53683","605199","2022-12-31","2020-12-31","葫芦娃",66,138341942.67,9.13,32680120.84
"53684","605199","2017-12-31","2020-12-31","葫芦娃",NA,19622800,3,0
"53685","605199","2019-12-31","2020-12-31","葫芦娃",NA,51660900,3.96,0
"53686","605199","2018-12-31","2020-12-31","葫芦娃",NA,43334900,4.4,0
"53989","605507","2021-12-31","2021-12-31","国邦医药",446,155271661.92,3.45,0
"53990","605507","2022-12-31","2021-12-31","国邦医药",496,197542261.42,3.45,0
"53991","605507","2023-12-31","2021-12-31","国邦医药",543,190510675.8,3.56,NA
"53992","605507","2020-12-31","2021-12-31","国邦医药",NA,137186700,3.26,NA
"53993","605507","2024-12-31","2021-12-31","国邦医药",535,215051819.93,3.65,0
"53994","605507","2019-12-31","2021-12-31","国邦医药",NA,124343800,3.27,NA
"53995","605507","2018-12-31","2021-12-31","国邦医药",NA,103297400,3.15,NA
"54453","688062","2024-12-31","2022-12-31","迈威生物",403,782869340.28,391.86,NA
"54454","688062","2021-06-30","2022-12-31","迈威生物",429,261929800,3862.02,NA
"54455","688062","2022-12-31","2022-12-31","迈威生物",568,758611824.45,2735.89,NA
"54456","688062","2020-12-31","2022-12-31","迈威生物",NA,581329700,10964,NA
"54457","688062","2018-12-31","2022-12-31","迈威生物",NA,169071900,452.36,NA
"54458","688062","2023-12-31","2022-12-31","迈威生物",398,835781769.78,653.79,NA
"54459","688062","2021-12-31","2022-12-31","迈威生物",471,622514864.2,3836.47,NA
"54460","688062","2019-12-31","2022-12-31","迈威生物",NA,363044800,1233.77,NA
"54484","688067","2020-12-31","2023-12-31","爱威科技",123,22620600,12.55,NA
"54485","688067","2022-12-31","2023-12-31","爱威科技",115,34975700,17.77,1897300
"54486","688067","2021-12-31","2023-12-31","爱威科技",133,31202700,14.81,0
"54487","688067","2018-12-31","2023-12-31","爱威科技",84,19164900,12.73,NA
"54488","688067","2023-12-31","2023-12-31","爱威科技",103,28997600,14.48,1276700
"54489","688067","2019-12-31","2023-12-31","爱威科技",136,20481200,10.78,NA
"54490","688068","2019-06-30","2019-12-31","热景生物",116,13510700,14.38,NA
"54491","688068","2019-12-31","2019-12-31","热景生物",120,28990678.13,13.78,NA
"54492","688068","2021-12-31","2019-12-31","热景生物",237,131916408.54,2.46,NA
"54493","688068","2016-12-31","2019-12-31","热景生物",NA,13295000,10.88,NA
"54494","688068","2018-12-31","2019-12-31","热景生物",NA,18383400,9.82,NA
"54495","688068","2023-12-31","2019-12-31","热景生物",211,131447368.91,24.29,NA
"54496","688068","2022-12-31","2019-12-31","热景生物",269,191138698.15,5.37,NA
"54497","688068","2020-12-31","2019-12-31","热景生物",127,47611982.05,9.27,NA
"54498","688068","2017-12-31","2019-12-31","热景生物",NA,15633300,11,NA
"54531","688075","2022-12-31","2021-12-31","安旭生物",286,329074506.45,5.34,NA
"54532","688075","2019-12-31","2021-12-31","安旭生物",NA,16189200,7.72,0
"54533","688075","2021-06-30","2021-12-31","安旭生物",121,19085200,3.86,0
"54534","688075","2023-12-31","2021-12-31","安旭生物",207,105274988.63,20.91,NA
"54535","688075","2021-12-31","2021-12-31","安旭生物",143,70379805.36,4.43,0
"54536","688075","2020-12-31","2021-12-31","安旭生物",NA,58445500,4.87,0
"54537","688075","2018-12-31","2021-12-31","安旭生物",NA,12145400,7.42,0
"54538","688076","2021-12-31","2021-12-31","诺泰生物",183,68762650.9,10.68,5674726.08
"54539","688076","2022-12-31","2021-12-31","诺泰生物",169,97773249.33,15.01,28300865.38
"54540","688076","2023-12-31","2021-12-31","诺泰生物",266,133634941.41,12.93,8745704.8
"54541","688076","2019-12-31","2021-12-31","诺泰生物",160,50919000,13.71,NA
"54542","688076","2018-12-31","2021-12-31","诺泰生物",135,41538900,16.26,NA
"54543","688076","2020-12-31","2021-12-31","诺泰生物",167,67088700,11.83,NA
"54657","688091","2020-12-31","2021-12-31","上海谊众",35,17893100,NA,NA
"54658","688091","2022-12-31","2021-12-31","上海谊众",28,7925925.15,3.36,0
"54659","688091","2019-12-31","2021-12-31","上海谊众",NA,178666200,NA,NA
"54660","688091","2018-12-31","2021-12-31","上海谊众",NA,13507600,NA,NA
"54661","688091","2021-12-31","2021-12-31","上海谊众",28,13239792.28,NA,0
"54662","688091","2023-12-31","2021-12-31","上海谊众",50,22450751.95,6.23,0
"54700","688098","2019-06-30","2019-12-31","申联生物",55,12433900,9.54,NA
"54701","688098","2020-12-31","2019-12-31","申联生物",67,33795942.8,10.01,1884558.72
"54702","688098","2018-12-31","2019-12-31","申联生物",NA,21287400,7.74,NA
"54703","688098","2017-12-31","2019-12-31","申联生物",NA,16649300,5.51,NA
"54704","688098","2021-12-31","2019-12-31","申联生物",69,68585557.93,19.14,33638926.98
"54705","688098","2023-12-31","2019-12-31","申联生物",71,70555145.08,23.4,26027783.14
"54706","688098","2019-12-31","2019-12-31","申联生物",63,26564414.34,10.47,0
"54707","688098","2016-12-31","2019-12-31","申联生物",NA,16746200,6.26,NA
"54708","688098","2022-12-31","2019-12-31","申联生物",67,67545075.67,20.56,28506269.14
"54838","688117","2021-12-31","2021-12-31","圣诺生物",142,18328653.01,4.74,4582090.41
"54839","688117","2020-12-31","2021-12-31","圣诺生物",113,22485100,5.94,4236000
"54840","688117","2018-12-31","2021-12-31","圣诺生物",NA,15684300,5.64,0
"54841","688117","2022-12-31","2021-12-31","圣诺生物",186,25714181.48,6.5,2427740.66
"54842","688117","2019-12-31","2021-12-31","圣诺生物",NA,11598100,3.55,500100
"54843","688117","2023-12-31","2021-12-31","圣诺生物",227,34784881.36,8,5737218.13
"54957","688136","2023-12-31","2020-12-31","科兴制药",163,344796850.58,27.39,NA
"54958","688136","2020-12-31","2020-12-31","科兴制药",170,60110738.77,4.93,NA
"54959","688136","2020-06-30","2020-12-31","科兴制药",169,29291900,5.17,NA
"54960","688136","2022-12-31","2020-12-31","科兴制药",208,193296701.75,14.69,NA
"54961","688136","2018-12-31","2020-12-31","科兴制药",NA,42676800,4.79,NA
"54962","688136","2019-12-31","2020-12-31","科兴制药",NA,46169700,3.88,NA
"54963","688136","2017-12-31","2020-12-31","科兴制药",NA,32347400,5.25,NA
"54964","688136","2021-12-31","2020-12-31","科兴制药",194,122950814.98,9.57,NA
"55025","688151","2021-12-31","2023-12-31","华强科技",127,58924204.99,4.62,0
"55026","688151","2019-12-31","2023-12-31","华强科技",NA,44063400,2.67,NA
"55027","688151","2018-12-31","2023-12-31","华强科技",NA,29140900,3.92,NA
"55028","688151","2023-12-31","2023-12-31","华强科技",140,51745889.67,9.03,NA
"55029","688151","2020-12-31","2023-12-31","华强科技",NA,39620100,4.74,NA
"55030","688151","2021-06-30","2023-12-31","华强科技",124,21057400,3.42,NA
"55031","688151","2022-12-31","2023-12-31","华强科技",139,65709823.87,10.79,NA
"55107","688163","2019-12-31","2022-12-31","赛伦生物",NA,19227700,10.22,NA
"55108","688163","2023-12-31","2022-12-31","赛伦生物",43,30411906.84,15.99,0
"55109","688163","2018-12-31","2022-12-31","赛伦生物",NA,12783700,8.86,NA
"55110","688163","2022-12-31","2022-12-31","赛伦生物",41,15457131.29,8.87,0
"55111","688163","2021-06-30","2022-12-31","赛伦生物",40,10548700,11,NA
"55112","688163","2020-12-31","2022-12-31","赛伦生物",NA,22516400,12.13,NA
"55113","688163","2021-12-31","2022-12-31","赛伦生物",40,25763088.98,12.34,NA
"55121","688166","2021-12-31","2019-12-31","博瑞医药",286,173289567.7,16.47,0
"55122","688166","2019-03-31","2019-12-31","博瑞医药",202,25412900,28.41,NA
"55123","688166","2024-12-31","2019-12-31","博瑞医药",253,311789789.39,24.31,14337087.12
"55124","688166","2019-12-31","2019-12-31","博瑞医药",236,124875373.72,24.82,NA
"55125","688166","2016-12-31","2019-12-31","博瑞医药",173,53576500,26.66,NA
"55126","688166","2022-12-31","2019-12-31","博瑞医药",290,207024938.02,20.35,0
"55127","688166","2018-12-31","2019-12-31","博瑞医药",207,96115000,23.59,NA
"55128","688166","2020-12-31","2019-12-31","博瑞医药",270,140844449.37,17.93,NA
"55129","688166","2023-12-31","2019-12-31","博瑞医药",270,248592240.65,21.08,0
"55130","688166","2017-12-31","2019-12-31","博瑞医药",184,80811600,25.51,NA
"55189","688176","2019-12-31","2022-12-31","亚虹医药",NA,141918900,NA,NA
"55190","688176","2020-12-31","2022-12-31","亚虹医药",NA,172029700,NA,NA
"55191","688176","2022-12-31","2022-12-31","亚虹医药",176,243894116.15,NA,0
"55192","688176","2021-12-31","2022-12-31","亚虹医药",104,190744102.4,NA,0
"55193","688176","2023-12-31","2022-12-31","亚虹医药",198,364591785.25,NA,NA
"55194","688176","2021-06-30","2022-12-31","亚虹医药",91,98633100,NA,NA
"55195","688176","2018-12-31","2022-12-31","亚虹医药",NA,49768200,NA,NA
"55196","688177","2020-12-31","2020-12-31","百奥泰",268,562654592.96,304.15,0
"55197","688177","2022-12-31","2020-12-31","百奥泰",352,616387755.08,135.43,NA
"55198","688177","2021-12-31","2020-12-31","百奥泰",302,543415218.83,64.96,NA
"55199","688177","2019-12-31","2020-12-31","百奥泰",243,636511058.15,NA,NA
"55200","688177","2016-12-31","2020-12-31","百奥泰",NA,131502900,NA,0
"55201","688177","2019-06-30","2020-12-31","百奥泰",220,351980900,NA,0
"55202","688177","2017-12-31","2020-12-31","百奥泰",NA,236507700,NA,0
"55203","688177","2018-12-31","2020-12-31","百奥泰",NA,541689400,NA,0
"55204","688177","2023-12-31","2020-12-31","百奥泰",379,768640527.26,109.06,NA
"55225","688180","2022-12-31","2020-12-31","君实生物",995,2384373404.1,164.04,NA
"55226","688180","2023-12-31","2020-12-31","君实生物",736,1937469544.84,128.95,NA
