,Symbol,EndDate,Source,StateTypeCode,RDPerson,RDPersonRatio,RDSpendSum,RDSpendSumRatio,RDExpenses,RDInvest,RDInvestRatio,RDInvestNetprofitRatio,Currency
35112,600085,2010-12-31,0,1,,,24434744.53,,24434744.53,,,,CNY
35113,600085,2012-12-31,0,1,,,42345477.11,0.56,42345477.11,,,,CNY
35114,600085,2013-12-31,0,1,,,48684984.9,0.56,48684984.9,,,,CNY
35115,600085,2014-12-31,0,1,,,60277036.48,0.62,60277036.48,0.0,,,CNY
35116,600085,2015-12-31,0,1,691.0,4.68,186996943.99,1.73,186996943.99,0.0,0.0,,CNY
35117,600085,2016-12-31,0,1,650.0,4.22,202183408.68,1.67,202183408.68,0.0,0.0,,CNY
35118,600085,2017-12-31,0,1,591.0,3.63,218966430.02,1.64,218966430.02,0.0,0.0,,CNY
35119,600085,2018-12-31,0,1,535.0,3.12,233972402.54,1.65,233972402.54,,,,CNY
35120,600085,2019-12-31,0,1,501.0,2.72,241183217.41,1.82,241183217.41,,,,CNY
35121,600085,2020-12-31,0,1,499.0,2.66,258011578.2,2.01,258011578.2,,,,CNY
35122,600085,2021-12-31,0,1,510.0,2.68,319725654.4,2.19,319725654.4,,,,CNY
35123,600085,2022-12-31,0,1,502.0,2.78,366083080.17,2.38,366083080.17,,,,CNY
35124,600085,2023-12-31,0,1,508.0,3.03,383045446.41,2.14,383045446.41,,,,CNY
35492,600129,2010-12-31,0,1,,,7454276.51,,7454276.51,,,,CNY
35493,600129,2012-12-31,0,1,,,18080948.43,0.27,18080948.43,,,,CNY
35494,600129,2013-12-31,0,1,,,21108234.81,0.32,21108234.81,,,,CNY
35495,600129,2014-12-31,0,1,,,23078206.26,0.33,23078206.26,,,,CNY
35496,600129,2015-12-31,0,1,305.0,2.48,34282753.17,0.48,34282753.17,0.0,0.0,,CNY
35497,600129,2016-12-31,0,1,309.0,2.25,53119771.93,0.68,53119771.93,,0.0,,CNY
35498,600129,2017-12-31,0,1,316.0,2.21,67686388.25,0.77,49076188.25,18610200.0,27.49,,CNY
35499,600129,2018-12-31,0,1,725.0,5.4,121511610.9,1.14,42082372.12,79429238.78,65.37,,CNY
35500,600129,2019-12-31,0,1,744.0,5.6,176470491.27,1.52,67174909.46,109295581.81,61.93,,CNY
35501,600129,2020-12-31,0,1,740.0,5.79,126586221.99,1.13,96508690.55,30077531.44,23.76,,CNY
35502,600129,2021-12-31,0,1,732.0,5.87,145662042.78,1.2,102554061.76,43107981.02,29.59,,CNY
35503,600129,2022-12-31,0,1,891.0,7.01,161055946.44,1.15,105778453.29,55277493.15,34.32,,CNY
35504,600129,2023-12-31,0,1,943.0,7.49,291350151.52,1.86,233623948.81,57726202.71,19.81,,CNY
35505,600129,2024-12-31,0,1,965.0,8.06,281907011.78,2.28,279570247.34,2336764.44,0.83,,CNY
35750,600161,2010-12-31,0,1,,,58580000.0,,,,,,CNY
35751,600161,2011-12-31,0,1,,,72280000.0,,,,,,CNY
35752,600161,2012-12-31,0,1,,,60047854.06,4.0,52760602.74,7287251.32,,,CNY
35753,600161,2013-12-31,0,1,,,65935741.0,3.59,64887886.49,1047854.51,,,CNY
35754,600161,2014-12-31,0,1,,,94970687.66,5.2,94361603.5,609084.16,,,CNY
35755,600161,2015-12-31,0,1,193.0,7.0,111879722.82,6.91,111879722.82,0.0,0.0,,CNY
35756,600161,2016-12-31,0,1,162.0,6.11,142546419.66,6.8,142546419.66,0.0,0.0,,CNY
35757,600161,2017-12-31,0,1,95.0,5.96,72786064.95,4.12,72786064.95,,,,CNY
35758,600161,2018-12-31,0,1,153.0,4.79,105363479.87,3.59,105363479.87,0.0,0.0,,CNY
35759,600161,2019-12-31,0,1,158.0,4.63,156321550.77,4.76,118676554.16,37644996.61,24.08,,CNY
35760,600161,2020-12-31,0,1,233.0,6.49,238357715.83,6.92,119874891.16,118482824.67,49.71,,CNY
35761,600161,2021-12-31,0,1,281.0,7.1,322059434.95,7.83,133209660.41,188849774.54,58.64,,CNY
35762,600161,2022-12-31,0,1,364.0,8.0,280247355.71,6.58,122014940.69,158232415.02,56.46,,CNY
35763,600161,2023-12-31,0,1,353.0,7.3,261289396.05,5.04,110738284.06,150551111.99,57.62,,CNY
35764,600161,2024-12-31,0,1,382.0,7.21,316525590.73,5.25,124120863.87,192404726.86,60.79,,CNY
36044,600195,2012-12-31,0,1,,,99339455.91,3.2,75634498.68,23704957.23,,,CNY
36045,600195,2013-12-31,0,1,,,82752455.5,2.27,71250749.04,11501706.46,,,CNY
36046,600195,2014-12-31,0,1,,,129668831.57,3.21,87649942.39,42018889.18,,,CNY
36047,600195,2015-12-31,0,1,556.0,12.93,309346012.94,7.31,93191873.43,216154139.51,69.87,,CNY
36048,600195,2016-12-31,0,1,593.0,13.57,231786308.92,5.83,107669279.49,124117029.43,53.55,,CNY
36049,600195,2017-12-31,0,1,607.0,14.02,177984055.89,4.37,115479130.28,62504925.61,35.12,,CNY
36050,600195,2018-12-31,0,1,623.0,14.71,280832771.1,6.33,166590821.1,114241950.0,40.68,,CNY
36051,600195,2019-12-31,0,1,724.0,17.57,263061339.17,6.39,172956858.76,90104480.41,34.25,,CNY
36052,600195,2020-12-31,0,1,696.0,16.38,228766287.06,4.58,169864867.53,58901419.53,25.75,,CNY
36053,600195,2021-12-31,0,1,547.0,13.0,195020502.83,3.68,162572295.72,32448207.11,16.64,,CNY
36054,600195,2022-12-31,0,1,437.0,11.0,186357574.6,3.16,143267005.32,43090569.28,23.12,,CNY
36055,600195,2023-12-31,0,1,479.0,11.0,204974225.79,3.79,122848764.87,82125460.92,40.07,,CNY
36056,600196,2007-12-31,0,1,,,136000000.0,,,,,,CNY
36057,600196,2008-12-31,0,1,1201.0,,58711517.76,,57446856.19,1264661.57,,,CNY
36058,600196,2009-12-31,0,1,,,189000000.0,,,,,,CNY
36059,600196,2010-12-31,0,1,,,272000000.0,,,,,,CNY
36060,600196,2011-12-31,0,1,,,310000000.0,,,,,,CNY
36061,600196,2012-12-31,0,1,,,369890000.0,5.04,306030000.0,63860000.0,,,CNY
36062,600196,2013-12-31,0,1,,,504684000.0,5.05,437613400.0,67070600.0,,,CNY
36063,600196,2014-12-31,0,1,,,684610400.0,5.69,564218000.0,120392400.0,,,CNY
36064,600196,2015-12-31,0,1,887.0,4.94,830203300.0,6.6,670035800.0,160167500.0,19.29,,CNY
36065,600196,2016-12-31,0,1,986.0,5.05,1106117800.0,7.6,714749100.0,391368700.0,35.38,,CNY
36066,600196,2017-12-31,0,1,3796.0,13.16,1529291700.0,8.3,1026537900.0,502753800.0,32.87,,CNY
36067,600196,2018-12-31,0,1,4464.0,15.8,2506835500.0,10.1,1479612300.0,1027223200.0,40.98,,CNY
36068,600196,2019-12-31,0,1,2147.0,6.84,3463000000.0,12.12,2041000000.0,1422000000.0,41.05,,CNY
36069,600196,2020-12-31,0,1,2258.0,7.0,4003000000.0,13.21,2795000000.0,1208000000.0,30.18,,CNY
36070,600196,2021-12-31,0,1,2849.0,7.85,4975000000.0,12.75,3834000000.0,1141000000.0,22.93,,CNY
36071,600196,2022-12-31,0,1,3646.0,9.5,5885000000.0,13.39,4302000000.0,1583000000.0,26.9,,CNY
36072,600196,2023-12-31,0,1,3491.0,8.65,5937000000.0,14.34,4346000000.0,1591000000.0,26.8,,CNY
36073,600196,2024-12-31,0,1,3047.0,7.51,5554000000.0,13.52,3644000000.0,1910000000.0,34.39,,CNY
36117,600200,2007-12-31,0,1,,,12076080.41,,367695.66,11708384.75,,,CNY
36118,600200,2009-12-31,0,1,,,9725594.85,,4442515.78,5283079.07,,,CNY
36119,600200,2010-12-31,0,1,,,12589524.93,,3632743.88,8956781.05,,,CNY
36120,600200,2011-12-31,0,1,,,19056760.73,,5357134.12,13699626.61,,,CNY
36121,600200,2012-12-31,0,1,,,23423715.05,0.63,15144552.3,8279162.75,,,CNY
36122,600200,2013-12-31,0,1,,,14144189.71,0.36,2861279.27,11282910.44,,,CNY
36123,600200,2014-12-31,0,1,,,19403349.31,0.63,5160640.23,14242709.08,,,CNY
36124,600200,2015-12-31,0,1,107.0,8.03,14647587.61,0.5,6647706.65,7999880.96,54.62,,CNY
36125,600200,2016-12-31,0,1,169.0,8.8,26260000.0,0.66,15517700.0,10742300.0,40.91,,CNY
36126,600200,2017-12-31,0,1,182.0,9.87,49434700.0,1.67,25076400.0,24358300.0,49.27,,CNY
36127,600200,2018-12-31,0,1,197.0,11.0,40414843.77,2.38,26958933.25,13455910.52,33.29,,CNY
36128,600200,2019-12-31,0,1,178.0,14.08,49701410.69,2.36,13600036.85,36101373.84,72.64,,CNY
36129,600200,2020-12-31,0,1,104.0,7.87,26761866.04,1.43,20247250.96,6514615.08,24.34,,CNY
36130,600200,2021-12-31,0,1,104.0,9.75,36028323.06,2.03,21092048.07,14936274.99,41.46,,CNY
36131,600200,2022-12-31,0,1,110.0,10.0,50345888.79,2.48,28555912.0,21789976.79,43.28,,CNY
36132,600200,2023-12-31,0,1,123.0,11.7,54637455.12,2.44,39275027.08,15362428.04,28.12,,CNY
36133,600201,2008-12-31,0,1,,,42570000.0,,42570000.0,,,,CNY
36134,600201,2010-12-31,0,1,,,11341311.17,,11341311.17,,,,CNY
36135,600201,2011-12-31,0,1,,,23176313.83,,23176313.83,,,,CNY
36136,600201,2012-12-31,0,1,,,19008853.86,3.42,17336697.86,1672156.0,,,CNY
36137,600201,2013-12-31,0,1,,,26356105.75,3.93,26356105.75,,,,CNY
36138,600201,2014-12-31,0,1,,,27946823.51,2.63,27946823.51,,,,CNY
36139,600201,2015-12-31,0,1,93.0,8.79,70149646.51,5.63,51849646.51,18300000.0,26.09,,CNY
36140,600201,2016-12-31,0,1,66.0,5.78,91588525.08,6.04,53408525.08,38180000.0,41.69,,CNY
36141,600201,2017-12-31,0,1,79.0,6.5,172553735.9,9.08,71648985.28,100904750.62,58.48,,CNY
36142,600201,2018-12-31,0,1,210.0,13.89,167417541.28,8.83,107431887.4,59985653.88,35.83,,CNY
36143,600201,2019-12-31,0,1,260.0,18.22,153072165.37,13.58,86661495.96,66410669.41,43.39,,CNY
36144,600201,2020-12-31,0,1,269.0,18.63,206997240.33,13.09,130828817.71,76168422.62,36.8,,CNY
36145,600201,2021-12-31,0,1,339.0,21.46,267233676.59,15.04,165939974.49,101293702.1,37.9,,CNY
36146,600201,2022-12-31,0,1,330.0,20.4,203388773.72,13.3,133778931.91,69609841.81,34.23,,CNY
36147,600201,2023-12-31,0,1,362.0,22.0,229909528.5,14.39,143471246.45,86438282.05,37.6,,CNY
36230,600211,2007-12-31,0,1,,,19924646.96,,211977.69,19712669.27,,,CNY
36231,600211,2008-12-31,0,1,,,2740294.31,,,,,,CNY
36232,600211,2009-12-31,0,1,,,2793129.91,,,,,,CNY
36233,600211,2012-12-31,0,1,,,2422256.12,0.2,1377365.69,1044890.43,,,CNY
36234,600211,2013-12-31,0,1,,,4171885.58,0.3,2686391.79,1485493.79,,,CNY
36235,600211,2014-12-31,0,1,,,4357920.63,0.26,2822621.77,1535298.86,,,CNY
36236,600211,2015-12-31,0,1,16.0,0.04,4259046.32,0.31,4161536.28,97510.04,0.04,,CNY
36237,600211,2016-12-31,0,1,22.0,4.6,7802548.83,0.98,7483532.66,319016.17,4.09,,CNY
36238,600211,2017-12-31,0,1,24.0,5.16,6617283.42,0.72,4158381.75,2458901.67,37.16,,CNY
36239,600211,2018-12-31,0,1,25.0,5.36,10211158.6,0.99,8207689.26,2003469.34,19.62,0.0,CNY
36240,600211,2019-12-31,0,1,46.0,9.66,14602600.99,1.16,11074371.44,3528229.55,24.16,,CNY
36241,600211,2020-12-31,0,1,46.0,9.66,9560730.79,0.7,7459290.19,2101440.6,21.98,,CNY
36242,600211,2021-12-31,0,1,68.0,9.28,84684823.43,3.96,39862464.08,44822359.35,52.93,,CNY
36243,600211,2022-12-31,0,1,37.0,6.0,44577905.88,1.74,44540355.6,37550.28,0.08,,CNY
36244,600211,2023-12-31,0,1,50.0,8.32,17389358.24,0.55,17350341.73,39016.51,0.22,,CNY
36245,600211,2024-12-31,0,1,56.0,9.4,28963046.8,1.03,28937686.41,25360.39,0.09,,CNY
36263,600216,2010-12-31,0,1,,,92883195.36,,92883195.36,,,,CNY
36264,600216,2011-12-31,0,1,,,171305112.91,,171305112.91,,,,CNY
36265,600216,2012-12-31,0,1,,,201445894.61,3.83,201445894.61,,,,CNY
36266,600216,2013-12-31,0,1,,,192007685.72,3.89,192007685.72,,,,CNY
36267,600216,2014-12-31,0,1,,,215679137.62,4.46,215679137.62,,,,CNY
36268,600216,2015-12-31,0,1,860.0,13.75,180576326.69,4.02,180576326.69,0.0,0.0,,CNY
36269,600216,2016-12-31,0,1,996.0,15.13,217780375.31,4.13,217780375.31,0.0,0.0,,CNY
36270,600216,2017-12-31,0,1,1002.0,14.43,257545760.49,4.52,257545760.49,0.0,0.0,,CNY
36271,600216,2018-12-31,0,1,1023.0,14.83,321556410.38,4.69,321556410.38,0.0,0.0,,CNY
36272,600216,2019-12-31,0,1,1078.0,16.8,450424835.63,6.39,450424835.63,0.0,0.0,,CNY
36273,600216,2020-12-31,0,1,1106.0,18.95,546091345.82,7.45,546091345.82,0.0,0.0,,CNY
36274,600216,2021-12-31,0,1,981.0,16.62,806858993.14,8.84,806858993.14,0.0,0.0,,CNY
36275,600216,2022-12-31,0,1,991.0,15.96,809279317.22,9.97,809279317.22,0.0,0.0,,CNY
36276,600216,2023-12-31,0,1,866.0,13.91,860072434.06,11.03,860072434.06,0.0,0.0,,CNY
36324,600222,2007-12-31,0,1,,,146190.3,,,146190.3,,,CNY
36325,600222,2008-12-31,0,1,,,510534.03,,,,,,CNY
36326,600222,2009-12-31,0,1,,,1203471.73,,,,,,CNY
36327,600222,2011-12-31,0,1,,,6578597.11,,,,,,CNY
36328,600222,2012-12-31,0,1,,,10867143.35,1.0,0.0,10867143.35,,,CNY
36329,600222,2013-12-31,0,1,,,12171168.37,0.93,472502.66,11698665.71,,,CNY
36330,600222,2014-12-31,0,1,,,22617130.82,1.8,781842.39,21835288.43,,,CNY
36331,600222,2015-12-31,0,1,197.0,15.0,16306818.4,1.6,8290212.39,8016606.01,49.16,,CNY
36332,600222,2016-12-31,0,1,222.0,15.0,39559616.78,4.15,22669022.24,16890594.54,42.7,,CNY
36333,600222,2017-12-31,0,1,233.0,13.91,43552885.49,3.73,40648874.87,2904010.62,6.67,,CNY
36334,600222,2018-12-31,0,1,431.0,23.72,41210570.55,3.45,40241162.87,969407.68,2.35,,CNY
36335,600222,2019-12-31,0,1,490.0,22.6,59557237.49,4.54,59385703.67,171533.82,0.29,,CNY
36336,600222,2020-12-31,0,1,339.0,17.31,63803884.08,4.5,63664588.06,139296.02,0.22,,CNY
36337,600222,2021-12-31,0,1,473.0,21.41,56919933.86,3.55,56496131.22,423802.64,0.74,,CNY
36338,600222,2022-12-31,0,1,832.0,31.3,124726111.43,6.36,116519694.65,8206416.78,6.58,,CNY
36339,600222,2023-12-31,0,1,772.0,32.81,132753193.15,6.41,127714364.35,5038828.8,3.8,,CNY
36353,600226,2011-12-31,0,1,,,43614200.0,,,,,,CNY
36354,600226,2012-12-31,0,1,,,34232478.31,2.07,34232478.31,0.0,,,CNY
36355,600226,2013-12-31,0,1,,,26046690.19,1.62,26046690.19,,,,CNY
36356,600226,2014-12-31,0,1,,,35576144.02,2.65,35576144.02,0.0,,,CNY
36357,600226,2015-12-31,0,1,196.0,8.79,31079658.93,3.08,31079658.93,0.0,0.0,,CNY
36358,600226,2016-12-31,0,1,193.0,9.37,31689810.57,3.15,31689810.57,0.0,0.0,,CNY
36359,600226,2017-12-31,0,1,257.0,18.38,55604110.61,4.22,27059005.34,28545105.27,51.34,,CNY
36360,600226,2018-12-31,0,1,209.0,20.37,105958920.21,10.79,55229185.36,50729734.85,47.88,,CNY
36361,600226,2019-12-31,0,1,208.0,22.78,49987882.48,6.21,43478954.93,6508927.55,13.02,,CNY
36362,600226,2020-12-31,0,1,69.0,11.29,176761402.84,31.81,176761402.84,0.0,0.0,,CNY
36363,600226,2021-12-31,0,1,53.0,9.36,19556095.55,2.87,19556095.55,0.0,0.0,,CNY
36364,600226,2022-12-31,0,1,50.0,9.84,13156334.23,2.19,13156334.23,0.0,0.0,,CNY
36365,600226,2023-12-31,0,1,47.0,5.77,17541740.41,2.71,17541740.41,0.0,0.0,,CNY
36366,600227,2014-12-31,0,1,,,4553860.0,0.14,4553860.0,,,,CNY
36367,600227,2015-12-31,0,1,117.0,7.27,8204732.89,0.3,8204732.89,,,,CNY
36368,600227,2016-12-31,0,1,123.0,4.6,28792100.3,1.01,27574293.49,1217806.81,22.26,,CNY
36369,600227,2017-12-31,0,1,104.0,6.08,28262634.81,1.67,26141882.43,2120752.38,7.5,,CNY
36370,600227,2018-12-31,0,1,113.0,9.08,55148999.15,2.27,54529251.46,619747.69,1.12,,CNY
36371,600227,2019-12-31,0,1,141.0,11.39,77740096.17,3.84,73476284.28,4263811.89,5.48,,CNY
36372,600227,2020-12-31,0,1,148.0,12.2,91489980.14,4.75,72434975.97,19055004.17,20.83,,CNY
36373,600227,2021-12-31,0,1,148.0,12.63,97907255.58,4.49,95625800.31,2281455.27,2.33,,CNY
36374,600227,2022-12-31,0,1,186.0,12.49,97195156.52,3.86,96691308.49,503848.03,0.52,,CNY
36375,600227,2023-12-31,0,1,104.0,5.5,103989235.75,4.63,102590317.22,1398918.53,1.35,,CNY
36580,600252,2007-12-31,0,1,,,12000000.0,,,,,,CNY
36581,600252,2008-12-31,0,1,,,18322727.45,,,18322727.45,,,CNY
36582,600252,2009-12-31,0,1,,,9201291.83,,,9201291.83,,,CNY
36583,600252,2011-12-31,0,1,,,12503513.21,,12503513.21,,,,CNY
36584,600252,2012-12-31,0,1,,,54546909.28,2.8,54546909.28,0.0,,,CNY
36585,600252,2013-12-31,0,1,,,74185625.42,1.86,74185625.42,0.0,,,CNY
36586,600252,2014-12-31,0,1,,,77418420.66,2.41,77418420.66,0.0,,,CNY
36587,600252,2015-12-31,0,1,60.0,2.41,48167374.9,3.59,48167374.9,,,,CNY
36588,600252,2016-12-31,0,1,55.0,2.5,62347834.78,3.73,62347834.78,,,,CNY
36589,600252,2017-12-31,0,1,54.0,2.44,46941914.25,2.29,46941914.25,,,,CNY
36590,600252,2018-12-31,0,1,65.0,2.67,44744887.77,1.36,44744887.77,,,,CNY
36591,600252,2019-12-31,0,1,156.0,6.32,63965530.79,1.68,63965530.79,,,,CNY
36592,600252,2020-12-31,0,1,379.0,9.49,98011072.52,2.67,81858960.74,16152111.78,16.48,,CNY
36593,600252,2021-12-31,0,1,405.0,11.73,215436698.5,6.81,197662219.86,17774478.64,8.25,,CNY
36594,600252,2022-12-31,0,1,423.0,12.61,156369907.54,5.76,134855572.26,21514335.28,13.76,,CNY
36595,600252,2023-12-31,0,1,361.0,12.51,167415987.69,5.41,153725587.51,13690400.18,8.18,,CNY
36596,600252,2024-12-31,0,1,332.0,11.17,147759494.39,6.51,117501421.04,30258073.35,20.48,,CNY
36597,600253,2010-12-31,0,1,,,10038379.89,,,,,,CNY
36598,600253,2012-12-31,0,1,,,26663334.38,0.82,13473334.38,13190000.0,,,CNY
36693,600267,2007-12-31,0,2,,,134000000.0,9.19,,,,,CNY
36694,600267,2008-12-31,0,2,,,138000000.0,9.5,,,,,CNY
36695,600267,2009-12-31,0,2,567.0,,149000000.0,8.7,,,,,CNY
36696,600267,2011-12-31,0,2,,,202000000.0,9.2,,,,,CNY
36697,600267,2012-12-31,0,1,,,346343108.15,5.97,291738841.98,54604266.17,,,CNY
36698,600267,2013-12-31,0,1,,,479945759.58,5.58,396648866.65,83296892.93,,,CNY
36699,600267,2014-12-31,0,1,,,558030813.91,5.53,417632176.56,140398637.35,,,CNY
36700,600267,2015-12-31,0,1,1131.0,12.17,827912387.08,9.44,445703045.39,382209341.69,46.17,,CNY
36701,600267,2016-12-31,0,1,1048.0,11.1,775039628.05,7.96,411037286.27,364002341.78,46.97,,CNY
36702,600267,2017-12-31,0,1,1127.0,11.87,844193229.72,7.99,439464010.07,404729219.65,47.94,,CNY
36703,600267,2018-12-31,0,1,1180.0,11.95,1033912700.0,10.15,502831400.0,531081300.0,51.37,,CNY
36704,600267,2019-12-31,0,1,684.0,8.47,813581001.58,7.35,429280830.99,384300170.59,47.24,,CNY
36705,600267,2020-12-31,0,1,620.0,7.34,459088460.04,4.04,376425194.44,82663265.6,18.01,,CNY
36706,600267,2021-12-31,0,1,526.0,6.35,440326604.79,3.63,372796100.91,67530503.88,15.34,,CNY
36707,600267,2022-12-31,0,1,496.0,5.96,442222181.3,3.67,428693511.53,13528669.77,3.06,,CNY
36708,600267,2023-12-31,0,1,506.0,6.28,393644738.06,3.79,391953184.73,1691553.33,0.43,,CNY
36709,600267,2024-12-31,0,1,478.0,5.98,415505765.73,4.25,357688684.68,57817081.05,13.91,,CNY
36774,600276,2011-12-31,0,1,,,400000000.0,9.0,,,,,CNY
36775,600276,2012-12-31,0,1,,,535013772.17,9.84,535013772.17,,,,CNY
36776,600276,2013-12-31,0,1,,,563129352.54,9.08,563129352.54,,,,CNY
36777,600276,2014-12-31,0,1,,,651984340.09,8.75,651984340.09,,,,CNY
36778,600276,2015-12-31,0,1,1693.0,16.6,891673656.76,9.57,891673656.76,0.0,0.0,,CNY
36779,600276,2016-12-31,0,1,2142.0,16.93,1184348307.16,10.68,1184348307.16,0.0,0.0,,CNY
36780,600276,2017-12-31,0,1,2167.0,14.58,1759131107.89,12.71,1759131107.89,0.0,0.0,,CNY
36781,600276,2018-12-31,0,1,3116.0,14.83,2670480550.84,15.33,2670480550.84,0.0,0.0,0.0,CNY
36782,600276,2019-12-31,0,1,3442.0,14.09,3896335998.91,16.73,3896335998.91,,,,CNY
36783,600276,2020-12-31,0,1,4721.0,16.33,4988958232.35,17.99,4988958232.35,0.0,0.0,,CNY
36784,600276,2021-12-31,0,1,5478.0,22.4,6203288327.17,23.95,5943306005.11,259982322.06,4.19,,CNY
36785,600276,2022-12-31,0,1,5015.0,24.3,6345561313.78,29.83,4886552651.32,1459008662.46,22.99,,CNY
36786,600276,2023-12-31,0,1,5110.0,26.1,6150007119.05,26.95,4953887105.16,1196120013.89,19.45,,CNY
36787,600276,2024-12-31,0,1,5598.0,27.66,8227838456.69,29.4,6582915544.87,1644922911.82,19.99,,CNY
36847,600285,2008-12-31,0,1,,,9992003.33,,,9992003.33,,,CNY
36848,600285,2009-12-31,0,1,,,16675654.74,,,,,,CNY
36849,600285,2010-12-31,0,1,,,21530000.0,,,,,,CNY
36850,600285,2012-12-31,0,1,,,26338367.26,4.68,11290855.14,15047512.12,,,CNY
36851,600285,2013-12-31,0,1,,,28443437.18,4.14,17587948.65,10855488.53,,,CNY
36852,600285,2014-12-31,0,1,,,29782612.93,3.6,21554738.22,8227874.71,,,CNY
36853,600285,2015-12-31,0,1,265.0,13.7,44518302.61,4.16,24683456.69,19834845.92,44.55,,CNY
36854,600285,2016-12-31,0,1,308.0,14.06,48730262.7,3.39,38059491.38,10670771.32,21.9,,CNY
36855,600285,2017-12-31,0,1,358.0,14.7,60771301.33,3.29,56435046.41,4336254.92,7.14,,CNY
36856,600285,2018-12-31,0,1,399.0,17.21,62689760.34,3.05,55448809.15,7240951.19,11.55,,CNY
36857,600285,2019-12-31,0,1,403.0,15.4,80752236.46,3.74,78671381.5,2080854.96,2.58,,CNY
36858,600285,2020-12-31,0,1,360.0,13.82,84868050.71,3.64,83436057.82,1431992.89,1.69,,CNY
36859,600285,2021-12-31,0,1,240.0,19.3,87801538.63,3.26,86206247.14,1595291.49,1.82,,CNY
36860,600285,2022-12-31,0,1,246.0,20.25,113880291.15,3.79,104224571.88,9655719.27,8.48,,CNY
36861,600285,2023-12-31,0,1,210.0,17.13,106976818.37,3.23,100063550.37,6913268.0,6.46,,CNY
36953,600297,2009-12-31,0,1,,,1871139.25,,1871139.25,,,,CNY
36954,600297,2012-12-31,0,1,,,3923898.72,0.52,3923898.72,,,,CNY
36955,600297,2013-12-31,0,1,,,2805789.96,0.66,2805789.96,,,,CNY
36956,600297,2014-12-31,0,1,,,6134328.39,1.65,6134328.39,0.0,,,CNY
36957,600297,2015-12-31,0,1,91.0,0.24,60021378.01,0.06,,60021378.01,100.0,,CNY
36958,600297,2016-12-31,0,1,83.0,0.16,77854995.98,0.06,,77854995.98,100.0,,CNY
36959,600297,2017-12-31,0,1,65.0,0.13,60872198.54,0.04,0.0,60872198.54,100.0,,CNY
36960,600297,2018-12-31,0,1,62.0,0.12,9526348.2,0.01,,9526348.2,100.0,,CNY
36976,600299,2008-12-31,0,1,757.0,,,,,,,,CNY
36977,600299,2009-12-31,0,1,626.0,,19858830.34,,,,,,CNY
36978,600299,2010-12-31,0,1,448.0,,59618594.21,,59618594.21,,,,CNY
36979,600299,2011-12-31,0,1,574.0,,55360063.62,,55360063.62,,,,CNY
36980,600299,2012-12-31,0,1,,,72431675.23,0.8,72431675.23,,,,CNY
36981,600299,2013-12-31,0,1,,,64333723.09,0.78,64333723.09,,,,CNY
36982,600299,2014-12-31,0,1,,,85484983.24,0.9,85484983.24,,,,CNY
36983,600299,2015-12-31,0,1,126.0,7.0,198558707.0,1.31,165471057.0,33087650.0,16.66,,CNY
36984,600299,2016-12-31,0,1,145.0,7.0,245649340.0,2.3,243211995.0,2437345.0,0.99,,CNY
36985,600299,2017-12-31,0,1,181.0,9.0,300228195.0,2.9,298604006.0,1624189.0,0.54,,CNY
36986,600299,2018-12-31,0,1,179.0,8.0,402731508.0,3.53,384437994.0,18293514.0,5.0,,CNY
36987,600299,2019-12-31,0,1,184.0,8.0,353844079.0,3.18,349666477.0,4177602.0,1.0,,CNY
36988,600299,2020-12-31,0,1,204.0,9.0,367449915.0,3.09,367449915.0,0.0,0.0,,CNY
36989,600299,2021-12-31,0,1,210.0,9.0,405633246.0,3.15,400376412.0,5256834.0,1.3,,CNY
36990,600299,2022-12-31,0,1,211.0,8.0,470034898.0,3.24,423711944.0,46322954.0,10.0,,CNY
36991,600299,2023-12-31,0,1,288.0,11.0,518242447.0,3.93,475732652.0,42509795.0,8.2,,CNY
36992,600299,2024-12-31,0,1,316.0,10.8,562662650.0,3.62,498353705.0,64308945.0,11.43,,CNY
37239,600329,2009-12-31,0,1,,,3026683.73,,,,,,CNY
37240,600329,2012-12-31,0,1,,,87127000.0,1.7,,,,,CNY
37241,600329,2013-12-31,0,1,,,94459000.0,3.97,92365000.0,2094000.0,,,CNY
37242,600329,2014-12-31,0,1,,,104758000.0,1.48,102910000.0,1848000.0,,,CNY
37243,600329,2015-12-31,0,1,310.0,12.3,93158200.0,1.32,93158200.0,0.0,0.0,,CNY
37244,600329,2016-12-31,0,1,307.0,6.91,95655400.0,1.55,95655400.0,0.0,0.0,,CNY
37245,600329,2017-12-31,0,1,486.0,10.97,95695000.0,1.68,95695000.0,0.0,0.0,,CNY
37246,600329,2018-12-31,0,1,543.0,11.7,128831100.0,2.03,128831100.0,0.0,0.0,,CNY
37247,600329,2019-12-31,0,1,695.0,14.72,139756600.0,2.0,139756600.0,0.0,0.0,,CNY
37248,600329,2020-12-31,0,1,705.0,14.57,126492800.0,1.92,126492800.0,0.0,0.0,,CNY
37249,600329,2021-12-31,0,1,98.0,2.0,146770700.0,2.12,142050400.0,4720300.0,3.22,,CNY
37250,600329,2022-12-31,0,1,100.0,2.0,150624000.0,1.83,144342000.0,6282000.0,4.17,,CNY
37251,600329,2023-12-31,0,1,101.0,2.19,184652300.0,2.25,182578700.0,2073600.0,1.12,,CNY
37252,600329,2024-12-31,0,1,102.0,2.7,191628232.62,2.62,162378232.62,29250000.0,15.26,,CNY
37282,600332,2007-12-31,0,1,,,77937000.0,,,,,,CNY
