"","StockCode","EndDate.x","StateTypeCode","Area","ApplyTypeCode","ApplyType","Patents","Invention","UtilityModel","ShortName","IndustryCode","IndustryName","EndDate.y"
"46380","603567","2017-12-31","1","1","S5201","已申请","32","26","0","珍宝岛","C27","医药制造业","2015-12-31"
"46382","603567","2016-12-31","1","1","S5201","已申请","29","27","2","珍宝岛","C27","医药制造业","2015-12-31"
"46383","603567","2019-12-31","1","1","S5201","已申请",NA,"6",NA,"珍宝岛","C27","医药制造业","2015-12-31"
"46385","603567","2021-12-31","1","2","S5204","截至报告期末累计获得","9","9","0","珍宝岛","C27","医药制造业","2015-12-31"
"46387","603567","2022-12-31","1","2","S5204","截至报告期末累计获得",NA,"14",NA,"珍宝岛","C27","医药制造业","2015-12-31"
"46390","603567","2023-12-31","1","2","S5204","截至报告期末累计获得","16","16","0","珍宝岛","C27","医药制造业","2015-12-31"
"46394","603567","2020-12-31","1","1","S5203","已授权",NA,"3",NA,"珍宝岛","C27","医药制造业","2015-12-31"
"46494","603590","2021-12-31","1","2","S5206","截止报告期末累计已授权","32",NA,NA,"康辰药业","C27","医药制造业","2018-12-31"
"46495","603590","2022-12-31","1","1","S5203","已授权",NA,"3",NA,"康辰药业","C27","医药制造业","2018-12-31"
"46496","603590","2020-12-31","1","2","S5206","截止报告期末累计已授权",NA,"29",NA,"康辰药业","C27","医药制造业","2018-12-31"
"46498","603590","2019-12-31","1","1","S5203","已授权",NA,"2",NA,"康辰药业","C27","医药制造业","2018-12-31"
"46499","603590","2018-12-31","1","1","S5206","截止报告期末累计已授权",NA,"17",NA,"康辰药业","C27","医药制造业","2018-12-31"
"46849","603658","2023-12-31","1","2","S5204","截至报告期末累计获得","60",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46850","603658","2017-12-31","1","1","S5205","截止报告期末累计已被受理","132",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46851","603658","2021-12-31","1","1","S5206","截止报告期末累计已授权","793","87","650","安图生物","C27","医药制造业","2016-12-31"
"46852","603658","2018-12-31","1","2","S5204","截至报告期末累计获得","1",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46855","603658","2019-12-31","1","1","S5204","截至报告期末累计获得","385",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46860","603658","2020-12-31","1","1","S5203","已授权","141",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46861","603658","2022-12-31","1","2","S5204","截至报告期末累计获得","51",NA,NA,"安图生物","C27","医药制造业","2016-12-31"
"46933","603676","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"14",NA,"卫信康","C27","医药制造业","2017-12-31"
"46934","603676","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"17",NA,"卫信康","C27","医药制造业","2017-12-31"
"46935","603676","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"14",NA,"卫信康","C27","医药制造业","2017-12-31"
"46936","603676","2017-12-31","1","1","S5202","已获得",NA,"1",NA,"卫信康","C27","医药制造业","2017-12-31"
"46937","603676","2018-12-31","1","1","S5204","截至报告期末累计获得",NA,"14",NA,"卫信康","C27","医药制造业","2017-12-31"
"46939","603676","2021-12-31","1","1","S5204","截至报告期末累计获得",NA,"14",NA,"卫信康","C27","医药制造业","2017-12-31"
"46940","603676","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"14",NA,"卫信康","C27","医药制造业","2017-12-31"
"47121","603707","2019-12-31","1","1","S5203","已授权","11",NA,NA,"健友股份","C27","医药制造业","2017-12-31"
"47123","603707","2020-12-31","1","1","S5202","已获得","16","6",NA,"健友股份","C27","医药制造业","2017-12-31"
"47161","603718","2023-12-31","1","1","S5204","截至报告期末累计获得","78","11",NA,"海利生物","C27","医药制造业","2015-12-31"
"47163","603718","2021-12-31","1","1","S5203","已授权",NA,NA,"9","海利生物","C27","医药制造业","2015-12-31"
"47164","603718","2020-12-31","1","1","S5203","已授权",NA,"1","8","海利生物","C27","医药制造业","2015-12-31"
"47567","603811","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"10","3","诚意药业","C27","医药制造业","2017-12-31"
"47568","603811","2022-12-31","2","1","S5204","截至报告期末累计获得",NA,"21",NA,"诚意药业","C27","医药制造业","2017-12-31"
"47569","603811","2018-12-31","1","1","S5204","截至报告期末累计获得",NA,"12","3","诚意药业","C27","医药制造业","2017-12-31"
"47571","603811","2020-12-31","1","1","S5202","已获得",NA,"1",NA,"诚意药业","C27","医药制造业","2017-12-31"
"47573","603811","2023-12-31","1","1","S5202","已获得",NA,"22","21","诚意药业","C27","医药制造业","2017-12-31"
"47574","603811","2021-12-31","1","1","S5202","已获得",NA,"13","21","诚意药业","C27","医药制造业","2017-12-31"
"47577","603811","2019-12-31","1","1","S5202","已获得",NA,"2",NA,"诚意药业","C27","医药制造业","2017-12-31"
"47699","603858","2023-12-31","1","1","S5201","已申请","35",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47700","603858","2020-12-31","1","1","S5201","已申请","24",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47701","603858","2018-12-31","1","1","S5204","截至报告期末累计获得","278",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47703","603858","2019-12-31","1","1","S5203","已授权","28","8",NA,"步长制药","C27","医药制造业","2016-12-31"
"47705","603858","2021-12-31","1","1","S5201","已申请","34",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47706","603858","2016-12-31","1","1","S5203","已授权","25","13",NA,"步长制药","C27","医药制造业","2016-12-31"
"47708","603858","2017-12-31","1","1","S5201","已申请","9",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47709","603858","2022-12-31","1","1","S5204","截至报告期末累计获得","417",NA,NA,"步长制药","C27","医药制造业","2016-12-31"
"47809","603880","2020-12-31","1","1","S5202","已获得",NA,"2","10","南卫股份","C27","医药制造业","2017-12-31"
"47813","603880","2018-12-31","1","1","S5204","截至报告期末累计获得","34","3","23","南卫股份","C27","医药制造业","2017-12-31"
"47815","603880","2021-12-31","1","1","S5204","截至报告期末累计获得","53","11","33","南卫股份","C27","医药制造业","2017-12-31"
"47817","603880","2017-12-31","1","1","S5204","截至报告期末累计获得","33","2","24","南卫股份","C27","医药制造业","2017-12-31"
"47819","603880","2022-12-31","1","1","S5204","截至报告期末累计获得","54","11","34","南卫股份","C27","医药制造业","2017-12-31"
"47825","603880","2023-12-31","1","1","S5202","已获得","61","11","41","南卫股份","C27","医药制造业","2017-12-31"
"47883","603896","2023-12-31","1","1","S5206","截止报告期末累计已授权","12","7","5","寿仙谷","C27","医药制造业","2017-12-31"
"47884","603896","2018-12-31","1","2","S5201","已申请",NA,"3",NA,"寿仙谷","C27","医药制造业","2017-12-31"
"47885","603896","2019-12-31","1","1","S5201","已申请","15","6","6","寿仙谷","C27","医药制造业","2017-12-31"
"47888","603896","2017-12-31","1","1","S5203","已授权","4",NA,NA,"寿仙谷","C27","医药制造业","2017-12-31"
"47892","603896","2021-12-31","1","1","S5203","已授权","5","3","2","寿仙谷","C27","医药制造业","2017-12-31"
"47893","603896","2022-12-31","1","2","S5203","已授权",NA,"4",NA,"寿仙谷","C27","医药制造业","2017-12-31"
"47895","603896","2020-12-31","1","1","S5203","已授权","8","3","3","寿仙谷","C27","医药制造业","2017-12-31"
"48123","603963","2017-12-31","1","1","S5204","截至报告期末累计获得","29","8",NA,"大理药业","C27","医药制造业","2017-12-31"
"48124","603963","2019-12-31","1","1","S5204","截至报告期末累计获得","33","9",NA,"大理药业","C27","医药制造业","2017-12-31"
"48125","603963","2018-12-31","1","1","S5204","截至报告期末累计获得","30","8",NA,"大理药业","C27","医药制造业","2017-12-31"
"48126","603963","2023-12-31","1","1","S5203","已授权",NA,NA,"1","大理药业","C27","医药制造业","2017-12-31"
"48127","603963","2020-12-31","1","1","S5204","截至报告期末累计获得","31","12",NA,"大理药业","C27","医药制造业","2017-12-31"
"48129","603963","2021-12-31","1","1","S5204","截至报告期末累计获得","29","12",NA,"大理药业","C27","医药制造业","2017-12-31"
"48132","603963","2022-12-31","1","1","S5203","已授权",NA,NA,"5","大理药业","C27","医药制造业","2017-12-31"
"48173","603976","2017-12-31","1","1","S5202","已获得","25","1",NA,"正川股份","C27","医药制造业","2017-12-31"
"48174","603976","2019-12-31","1","1","S5202","已获得","32","2",NA,"正川股份","C27","医药制造业","2017-12-31"
"48175","603976","2023-12-31","1","1","S5202","已获得","47","8",NA,"正川股份","C27","医药制造业","2017-12-31"
"48176","603976","2020-12-31","1","1","S5202","已获得","28","2",NA,"正川股份","C27","医药制造业","2017-12-31"
"48177","603976","2018-12-31","1","1","S5202","已获得","31","2",NA,"正川股份","C27","医药制造业","2017-12-31"
"48178","603976","2022-12-31","1","1","S5202","已获得","44","6",NA,"正川股份","C27","医药制造业","2017-12-31"
"48179","603976","2021-12-31","1","1","S5202","已获得","31","2",NA,"正川股份","C27","医药制造业","2017-12-31"
"48416","603998","2021-12-31","1","1","S5202","已获得",NA,"2","21","方盛制药","C27","医药制造业","2014-12-31"
"48418","603998","2020-12-31","2","1","S5203","已授权","5","2","3","方盛制药","C27","医药制造业","2014-12-31"
"48419","603998","2023-12-31","1","1","S5204","截至报告期末累计获得","108","52","53","方盛制药","C27","医药制造业","2014-12-31"
"48421","603998","2017-12-31","1","1","S5202","已获得",NA,"4",NA,"方盛制药","C27","医药制造业","2014-12-31"
"48423","603998","2019-12-31","1","2","S5204","截至报告期末累计获得","2",NA,NA,"方盛制药","C27","医药制造业","2014-12-31"
"48433","603998","2016-12-31","1","1","S5202","已获得","3","2",NA,"方盛制药","C27","医药制造业","2014-12-31"
"48435","603998","2022-12-31","1","2","S5204","截至报告期末累计获得","1",NA,NA,"方盛制药","C27","医药制造业","2014-12-31"
"48438","603998","2018-12-31","1","2","S5204","截至报告期末累计获得","3",NA,NA,"方盛制药","C27","医药制造业","2014-12-31"
"48587","605116","2022-12-31","1","1","S5201","已申请",NA,"20",NA,"奥锐特","C27","医药制造业","2020-12-31"
"48589","605116","2021-12-31","1","2","S5201","已申请","5",NA,NA,"奥锐特","C27","医药制造业","2020-12-31"
"48590","605116","2023-12-31","1","2","S5201","已申请",NA,"4",NA,"奥锐特","C27","医药制造业","2020-12-31"
"48595","605116","2020-12-31","1","1","S5204","截至报告期末累计获得","15","14","1","奥锐特","C27","医药制造业","2020-12-31"
"48657","605177","2023-12-31","1","1","S5203","已授权","39","31",NA,"东亚药业","C27","医药制造业","2020-12-31"
"48695","605199","2023-12-31","1","1","S5202","已获得","107",NA,NA,"葫芦娃","C27","医药制造业","2020-12-31"
"48696","605199","2021-12-31","1","1","S5202","已获得",NA,"5",NA,"葫芦娃","C27","医药制造业","2020-12-31"
"48697","605199","2022-12-31","1","1","S5204","截至报告期末累计获得","91",NA,NA,"葫芦娃","C27","医药制造业","2020-12-31"
"48905","605507","2023-12-31","1","1","S5203","已授权","57",NA,NA,"国邦医药","C27","医药制造业","2021-12-31"
"48906","605507","2021-12-31","1","1","S5201","已申请","34",NA,NA,"国邦医药","C27","医药制造业","2021-12-31"
"48907","605507","2022-12-31","1","1","S5206","截止报告期末累计已授权","120","111",NA,"国邦医药","C27","医药制造业","2021-12-31"
"50117","688062","2022-12-31","1","1","S5205","截止报告期末累计已被受理","344","301","43","迈威生物","C27","医药制造业","2022-12-31"
"50119","688062","2021-12-31","1","1","S5205","截止报告期末累计已被受理","186","164","22","迈威生物","C27","医药制造业","2022-12-31"
"50122","688062","2023-12-31","1","2","S5205","截止报告期末累计已被受理",NA,"45",NA,"迈威生物","C27","医药制造业","2022-12-31"
"50194","688067","2023-12-31","1","2","S5202","已获得","2",NA,NA,"爱威科技","C27","医药制造业","2023-12-31"
"50195","688067","2021-12-31","1","1","S5201","已申请","26","11","14","爱威科技","C27","医药制造业","2023-12-31"
"50196","688067","2022-12-31","1","1","S5201","已申请","33","11","14","爱威科技","C27","医药制造业","2023-12-31"
"50219","688068","2021-12-31","1","1","S5203","已授权","7","7","0","热景生物","C27","医药制造业","2019-12-31"
"50221","688068","2020-12-31","1","2","S5203","已授权","2",NA,NA,"热景生物","C27","医药制造业","2019-12-31"
"50222","688068","2023-12-31","1","1","S5204","截至报告期末累计获得","69","28","22","热景生物","C27","医药制造业","2019-12-31"
"50223","688068","2019-12-31","1","2","S5203","已授权","1",NA,NA,"热景生物","C27","医药制造业","2019-12-31"
"50227","688068","2022-12-31","1","1","S5204","截至报告期末累计获得","70","25","28","热景生物","C27","医药制造业","2019-12-31"
"50324","688075","2021-12-31","1","1","S5202","已获得","8","2","6","安旭生物","C27","医药制造业","2021-12-31"
"50325","688075","2023-12-31","1","1","S5204","截至报告期末累计获得","261","30","83","安旭生物","C27","医药制造业","2021-12-31"
"50329","688075","2022-12-31","1","1","S5206","截止报告期末累计已授权","137","20",NA,"安旭生物","C27","医药制造业","2021-12-31"
"50352","688076","2021-12-31","1","1","S5202","已获得","18","12","6","诺泰生物","C27","医药制造业","2021-12-31"
"50355","688076","2022-12-31","1","1","S5205","截止报告期末累计已被受理","135","111","24","诺泰生物","C27","医药制造业","2021-12-31"
"50356","688076","2023-12-31","1","1","S5205","截止报告期末累计已被受理","167","139","28","诺泰生物","C27","医药制造业","2021-12-31"
"50642","688091","2023-12-31","1","1","S5205","截止报告期末累计已被受理","7","5","0","上海谊众","C27","医药制造业","2021-12-31"
"50643","688091","2022-12-31","1","1","S5204","截至报告期末累计获得","3","3","0","上海谊众","C27","医药制造业","2021-12-31"
"50645","688091","2021-12-31","1","1","S5205","截止报告期末累计已被受理","3","3","0","上海谊众","C27","医药制造业","2021-12-31"
"50756","688098","2020-12-31","1","1","S5201","已申请","10","6","4","申联生物","C27","医药制造业","2019-12-31"
"50757","688098","2023-12-31","1","2","S5205","截止报告期末累计已被受理","2","2","0","申联生物","C27","医药制造业","2019-12-31"
"50758","688098","2019-12-31","1","1","S5204","截至报告期末累计获得","66","21",NA,"申联生物","C27","医药制造业","2019-12-31"
"50760","688098","2022-12-31","1","2","S5205","截止报告期末累计已被受理","2","2","0","申联生物","C27","医药制造业","2019-12-31"
"50766","688098","2021-12-31","1","1","S5201","已申请","8","6","1","申联生物","C27","医药制造业","2019-12-31"
"51140","688117","2022-12-31","1","1","S5205","截止报告期末累计已被受理","65","52","13","圣诺生物","C27","医药制造业","2021-12-31"
"51141","688117","2023-12-31","1","1","S5204","截至报告期末累计获得","44","31","13","圣诺生物","C27","医药制造业","2021-12-31"
"51142","688117","2021-12-31","1","2","S5205","截止报告期末累计已被受理","2",NA,NA,"圣诺生物","C27","医药制造业","2021-12-31"
"51430","688136","2021-12-31","1","1","S5205","截止报告期末累计已被受理","70","58","0","科兴制药","C27","医药制造业","2020-12-31"
"51431","688136","2023-12-31","1","1","S5204","截至报告期末累计获得","52","39","0","科兴制药","C27","医药制造业","2020-12-31"
"51433","688136","2020-12-31","1","1","S5204","截至报告期末累计获得","38","26","0","科兴制药","C27","医药制造业","2020-12-31"
"51435","688136","2022-12-31","1","1","S5205","截止报告期末累计已被受理","88","75","0","科兴制药","C27","医药制造业","2020-12-31"
"51584","688151","2021-12-31","1","1","S5202","已获得","16","4","12","华强科技","C27","医药制造业","2023-12-31"
"51585","688151","2023-12-31","1","1","S5203","已授权","23","11",NA,"华强科技","C27","医药制造业","2023-12-31"
"51586","688151","2022-12-31","1","1","S5202","已获得","24","4","20","华强科技","C27","医药制造业","2023-12-31"
"51805","688163","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,"12",NA,"赛伦生物","C27","医药制造业","2022-12-31"
"51807","688163","2022-12-31","1","1","S5206","截止报告期末累计已授权",NA,"12",NA,"赛伦生物","C27","医药制造业","2022-12-31"
"51811","688163","2021-12-31","1","1","S5206","截止报告期末累计已授权",NA,"12",NA,"赛伦生物","C27","医药制造业","2022-12-31"
"51838","688166","2021-12-31","1","2","S5201","已申请","1","1","0","博瑞医药","C27","医药制造业","2019-12-31"
"51840","688166","2023-12-31","1","2","S5201","已申请","6",NA,NA,"博瑞医药","C27","医药制造业","2019-12-31"
"51842","688166","2022-12-31","1","1","S5201","已申请","32",NA,NA,"博瑞医药","C27","医药制造业","2019-12-31"
"51843","688166","2020-12-31","1","1","S5203","已授权","13","13","0","博瑞医药","C27","医药制造业","2019-12-31"
"51854","688166","2019-12-31","1","1","S5201","已申请","21",NA,NA,"博瑞医药","C27","医药制造业","2019-12-31"
"51991","688176","2022-12-31","1","1","S5201","已申请","53","53","0","亚虹医药","C27","医药制造业","2022-12-31"
"51993","688176","2021-12-31","1","1","S5205","截止报告期末累计已被受理","87","86","1","亚虹医药","C27","医药制造业","2022-12-31"
"51996","688176","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,"38",NA,"亚虹医药","C27","医药制造业","2022-12-31"
"52006","688177","2021-12-31","1","2","S5206","截止报告期末累计已授权","10",NA,NA,"百奥泰","C27","医药制造业","2020-12-31"
"52007","688177","2019-12-31","1","1","S5204","截至报告期末累计获得","19",NA,NA,"百奥泰","C27","医药制造业","2020-12-31"
"52008","688177","2022-12-31","1","1","S5205","截止报告期末累计已被受理","255","254","0","百奥泰","C27","医药制造业","2020-12-31"
"52010","688177","2020-12-31","1","2","S5206","截止报告期末累计已授权","9",NA,NA,"百奥泰","C27","医药制造业","2020-12-31"
"52018","688177","2023-12-31","1","1","S5204","截至报告期末累计获得","57","56","0","百奥泰","C27","医药制造业","2020-12-31"
"52077","688180","2022-12-31","1","1","S5201","已申请","110","103","7","君实生物","C27","医药制造业","2020-12-31"
"52079","688180","2021-12-31","1","1","S5202","已获得","38","13","25","君实生物","C27","医药制造业","2020-12-31"
"52080","688180","2020-12-31","1","1","S5202","已获得","25","7","18","君实生物","C27","医药制造业","2020-12-31"
"52086","688180","2023-12-31","1","2","S5204","截至报告期末累计获得","36",NA,NA,"君实生物","C27","医药制造业","2020-12-31"
"52177","688185","2020-12-31","1","1","S5205","截止报告期末累计已被受理",NA,"34",NA,"康希诺","C27","医药制造业","2020-12-31"
"52178","688185","2022-12-31","1","1","S5202","已获得","10","4","6","康希诺","C27","医药制造业","2020-12-31"
"52179","688185","2024-12-31","1","1","S5203","已授权",NA,"2",NA,"康希诺","C27","医药制造业","2020-12-31"
"52184","688185","2023-12-31","1","1","S5205","截止报告期末累计已被受理","72","67","2","康希诺","C27","医药制造业","2020-12-31"
"52186","688185","2021-12-31","1","1","S5204","截至报告期末累计获得","27","26","0","康希诺","C27","医药制造业","2020-12-31"
"52266","688189","2023-12-31","1","1","S5201","已申请","3","3","0","南新制药","C27","医药制造业","2020-12-31"
"52267","688189","2021-12-31","1","1","S5202","已获得","6","6","0","南新制药","C27","医药制造业","2020-12-31"
"52275","688189","2020-12-31","1","1","S5204","截至报告期末累计获得","24","16","8","南新制药","C27","医药制造业","2020-12-31"
"52277","688189","2022-12-31","1","1","S5201","已申请","15","15","0","南新制药","C27","医药制造业","2020-12-31"
"52313","688192","2023-12-31","1","1","S5202","已获得","59","55","4","迪哲医药","C27","医药制造业","2021-12-31"
"52317","688192","2022-12-31","1","1","S5204","截至报告期末累计获得","67","59","8","迪哲医药","C27","医药制造业","2021-12-31"
"52319","688192","2021-12-31","1","1","S5202","已获得","16","16","0","迪哲医药","C27","医药制造业","2021-12-31"
"52326","688193","2022-12-31","1","1","S5205","截止报告期末累计已被受理","83","56","27","仁度生物","C27","医药制造业","2022-12-31"
"52327","688193","2023-12-31","1","1","S5202","已获得","8","4","4","仁度生物","C27","医药制造业","2022-12-31"
"52372","688197","2022-12-31","1","1","S5201","已申请","52","52","0","首药控股","C27","医药制造业","2022-12-31"
"52373","688197","2023-12-31","1","1","S5205","截止报告期末累计已被受理","540","540","0","首药控股","C27","医药制造业","2022-12-31"
"52379","688197","2021-12-31","1","1","S5204","截至报告期末累计获得","130","130","0","首药控股","C27","医药制造业","2022-12-31"
"52651","688217","2022-12-31","1","1","S5202","已获得","24","17","6","睿昂基因","C27","医药制造业","2021-12-31"
"52652","688217","2023-12-31","1","1","S5204","截至报告期末累计获得","61","52","8","睿昂基因","C27","医药制造业","2021-12-31"
"52657","688217","2021-12-31","1","1","S5206","截止报告期末累计已授权","31","29",NA,"睿昂基因","C27","医药制造业","2021-12-31"
"52729","688221","2023-12-31","1","1","S5201","已申请","7","3","4","前沿生物","C27","医药制造业","2020-12-31"
"52731","688221","2021-12-31","1","1","S5201","已申请","13","13","0","前沿生物","C27","医药制造业","2020-12-31"
"52732","688221","2022-12-31","1","1","S5205","截止报告期末累计已被受理","20","20","0","前沿生物","C27","医药制造业","2020-12-31"
"52734","688221","2020-12-31","1","1","S5201","已申请","1","1","0","前沿生物","C27","医药制造业","2020-12-31"
"52942","688235","2023-12-31","1","1","S5204","截至报告期末累计获得","45","41","1","百济神州","C27","医药制造业","2021-12-31"
"52943","688235","2021-12-31","1","1","S5202","已获得","8","6","1","百济神州","C27","医药制造业","2021-12-31"
"52946","688235","2022-12-31","1","2","S5202","已获得",NA,"9",NA,"百济神州","C27","医药制造业","2021-12-31"
"53031","688247","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,"17","45","宣泰医药","C27","医药制造业","2022-12-31"
"53034","688247","2022-12-31","1","1","S5206","截止报告期末累计已授权","56","16","40","宣泰医药","C27","医药制造业","2022-12-31"
"53087","688253","2023-12-31","1","1","S5205","截止报告期末累计已被受理","39","31","6","英诺特","C27","医药制造业","2022-12-31"
"53089","688253","2022-12-31","1","1","S5204","截至报告期末累计获得","22","16","4","英诺特","C27","医药制造业","2022-12-31"
"53263","688266","2020-12-31","1","1","S5206","截止报告期末累计已授权",NA,"23",NA,"泽璟制药","C27","医药制造业","2020-12-31"
"53264","688266","2019-12-31","1","1","S5206","截止报告期末累计已授权",NA,"21",NA,"泽璟制药","C27","医药制造业","2020-12-31"
"53265","688266","2023-12-31","1","1","S5201","已申请","28","28","0","泽璟制药","C27","医药制造业","2020-12-31"
"53267","688266","2021-12-31","1","1","S5201","已申请","25","25","0","泽璟制药","C27","医药制造业","2020-12-31"
"53270","688266","2022-12-31","1","2","S5205","截止报告期末累计已被受理",NA,"185",NA,"泽璟制药","C27","医药制造业","2020-12-31"
"53420","688276","2023-12-31","1","1","S5204","截至报告期末累计获得","48","47","1","百克生物","C27","医药制造业","2021-12-31"
"53423","688276","2021-12-31","1","1","S5202","已获得","7","7","0","百克生物","C27","医药制造业","2021-12-31"
"53425","688276","2022-12-31","1","1","S5202","已获得","6","6","0","百克生物","C27","医药制造业","2021-12-31"
"53456","688278","2023-12-31","1","1","S5205","截止报告期末累计已被受理","27","17","6","特宝生物","C27","医药制造业","2020-12-31"
"53457","688278","2020-12-31","1","1","S5204","截至报告期末累计获得","12","12","0","特宝生物","C27","医药制造业","2020-12-31"
"53459","688278","2022-12-31","1","1","S5204","截至报告期末累计获得","12","12","0","特宝生物","C27","医药制造业","2020-12-31"
"53460","688278","2021-12-31","1","1","S5205","截止报告期末累计已被受理","16","16","0","特宝生物","C27","医药制造业","2020-12-31"
"53462","688278","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"12",NA,"特宝生物","C27","医药制造业","2020-12-31"
"53621","688289","2021-12-31","1","1","S5206","截止报告期末累计已授权","113",NA,NA,"圣湘生物","C27","医药制造业","2020-12-31"
"53622","688289","2022-12-31","1","1","S5202","已获得","84","9","50","圣湘生物","C27","医药制造业","2020-12-31"
"53623","688289","2020-12-31","1","1","S5204","截至报告期末累计获得","92","67","14","圣湘生物","C27","医药制造业","2020-12-31"
"53627","688289","2023-12-31","1","2","S5202","已获得","36",NA,NA,"圣湘生物","C27","医药制造业","2020-12-31"
"53736","688298","2021-12-31","1","1","S5202","已获得","165","2","40","东方生物","C27","医药制造业","2020-12-31"
"53737","688298","2022-12-31","1","1","S5205","截止报告期末累计已被受理","423","148","20","东方生物","C27","医药制造业","2020-12-31"
"53739","688298","2020-12-31","1","1","S5205","截止报告期末累计已被受理","73","41","17","东方生物","C27","医药制造业","2020-12-31"
"53742","688298","2023-12-31","1","1","S5202","已获得","155","15","33","东方生物","C27","医药制造业","2020-12-31"
"53747","688298","2019-12-31","1","1","S5206","截止报告期末累计已授权","88",NA,NA,"东方生物","C27","医药制造业","2020-12-31"
"53856","688302","2023-12-31","1","1","S5201","已申请","29","29","0","海创药业","C27","医药制造业","2022-12-31"
"53857","688302","2022-12-31","1","1","S5206","截止报告期末累计已授权","38","38","0","海创药业","C27","医药制造业","2022-12-31"
"54114","688317","2023-12-31","1","1","S5201","已申请","5","4","1","之江生物","C27","医药制造业","2021-12-31"
"54115","688317","2021-12-31","1","2","S5206","截止报告期末累计已授权","2",NA,NA,"之江生物","C27","医药制造业","2021-12-31"
"54116","688317","2022-12-31","1","1","S5202","已获得","6","3","2","之江生物","C27","医药制造业","2021-12-31"
"54125","688317","2020-12-31","1","1","S5202","已获得","4","3","0","之江生物","C27","医药制造业","2021-12-31"
"54155","688319","2022-12-31","1","1","S5201","已申请","1","1","0","欧林生物","C27","医药制造业","2021-12-31"
"54156","688319","2023-12-31","1","1","S5203","已授权",NA,"11",NA,"欧林生物","C27","医药制造业","2021-12-31"
"54158","688319","2021-12-31","1","1","S5204","截至报告期末累计获得","125","59","66","欧林生物","C27","医药制造业","2021-12-31"
"54181","688321","2021-12-31","1","1","S5205","截止报告期末累计已被受理","407","407","0","微芯生物","C27","医药制造业","2019-12-31"
"54182","688321","2022-12-31","1","1","S5205","截止报告期末累计已被受理","539","539","0","微芯生物","C27","医药制造业","2019-12-31"
"54183","688321","2023-12-31","1","1","S5205","截止报告期末累计已被受理","663","663","0","微芯生物","C27","医药制造业","2019-12-31"
"54193","688321","2020-12-31","1","1","S5202","已获得","20","20","0","微芯生物","C27","医药制造业","2019-12-31"
"54197","688321","2019-12-31","1","1","S5204","截至报告期末累计获得","18",NA,NA,"微芯生物","C27","医药制造业","2019-12-31"
"54329","688331","2022-12-31","1","1","S5202","已获得","19","10","9","荣昌生物","C27","医药制造业","2022-12-31"
"54332","688331","2023-12-31","1","1","S5202","已获得","30","27","3","荣昌生物","C27","医药制造业","2022-12-31"
"54392","688336","2023-12-31","1","1","S5204","截至报告期末累计获得","88","83","5","三生国健","C27","医药制造业","2020-12-31"
"54393","688336","2021-12-31","1","1","S5203","已授权","9",NA,NA,"三生国健","C27","医药制造业","2020-12-31"
"54395","688336","2022-12-31","1","1","S5202","已获得","14","14","0","三生国健","C27","医药制造业","2020-12-31"
"54400","688336","2020-12-31","1","1","S5202","已获得","10","10","0","三生国健","C27","医药制造业","2020-12-31"
"54403","688336","2024-12-31","1","1","S5205","截止报告期末累计已被受理","198","193","5","三生国健","C27","医药制造业","2020-12-31"
"54425","688338","2023-12-31","1","1","S5201","已申请","3","0","2","赛科希德","C27","医药制造业","2020-12-31"
"54427","688338","2020-12-31","1","1","S5201","已申请","3","0","3","赛科希德","C27","医药制造业","2020-12-31"
"54428","688338","2022-12-31","1","1","S5205","截止报告期末累计已被受理","54","18","17","赛科希德","C27","医药制造业","2020-12-31"
"54436","688338","2021-12-31","2","1","S5202","已获得","3","3","0","赛科希德","C27","医药制造业","2020-12-31"
"54730","688363","2020-12-31","1","1","S5204","截至报告期末累计获得","85","49","19","华熙生物","C27","医药制造业","2019-12-31"
"54731","688363","2023-12-31","1","1","S5201","已申请","189","142","26","华熙生物","C27","医药制造业","2019-12-31"
"54732","688363","2019-12-31","1","1","S5206","截止报告期末累计已授权","48","35","11","华熙生物","C27","医药制造业","2019-12-31"
"54733","688363","2022-12-31","1","1","S5204","截至报告期末累计获得","337","209","86","华熙生物","C27","医药制造业","2019-12-31"
"54737","688363","2021-12-31","1","1","S5203","已授权",NA,"89",NA,"华熙生物","C27","医药制造业","2019-12-31"
"54779","688366","2024-12-31","1","1","S5201","已申请","56","35","19","昊海生科","C27","医药制造业","2019-12-31"
